MusicXML Sağ El Transcript (RH only, repeat+volta+DC/DS/Coda, TS-based)
Generated UTC: 2025-09-18T08:16:15.277203+00:00
Linear measures: 20000
Events: 122358
Script version: 1.2.0
---
time_sec	dur_sec	pitches_sci	dyn	art
11.750	0.125	F5		
11.875	0.125	E5		
12.000	0.500	B4		
12.500	0.500	D5		
12.500	0.250	A4		staccato
12.750	0.250	C5		
12.750	0.250	B4		staccato
13.000	0.250	D5		
13.000	0.250	C5		staccato
13.250	0.250	E5		
13.250	0.250	C5		staccato
13.500	0.250	E5		
13.500	0.125	F5		
13.625	0.125	E5		
13.750	0.125	D5		
13.875	0.125	C5		
14.000	0.500	B4		
14.000	0.250	G#4		
14.250	0.250	E4		
14.500	0.250	A4		staccato
14.750	0.250	C5		
14.750	0.250	B4		staccato
15.000	0.250	D5		
15.000	0.250	C5		staccato
15.250	0.250	E5		
15.250	0.250	C5		staccato
15.500	0.250	E5		
15.500	0.125	F5		
15.625	0.125	E5		
15.750	0.125	D5		
15.875	0.125	C5		
16.000	0.500	G#4		
16.500	0.500	B4		
16.500	0.125	B4		
16.625	0.125	A4		
16.750	0.125	G#4		
16.875	0.125	A4		
17.000	0.250	C5		staccato
17.250	0.250	rest		
17.500	0.125	D5		
17.625	0.125	C5		
17.750	0.125	B4		
17.875	0.125	C5		
18.000	0.250	E5		staccato
18.250	0.250	rest		
18.500	0.125	F5		
18.625	0.125	E5		
18.750	0.125	D#5		
18.875	0.125	E5		
19.000	0.125	B5		
19.125	0.125	A5		
19.250	0.125	G#5		
19.375	0.125	A5		
19.500	0.125	B5		
19.625	0.125	A5		
19.750	0.125	G#5		
19.875	0.125	A5		
20.000	0.500	C6		
20.500	0.250	A5		staccato
20.750	0.250	B5		staccato
21.000	0.250	C6		staccato
21.250	0.250	B5		staccato
21.500	0.250	A5		staccato
21.750	0.250	G#5		staccato
22.000	0.250	A5		staccato
22.250	0.250	E5		staccato
22.500	0.250	F5		staccato
22.750	0.250	D5		staccato
23.000	0.500	C5		
23.500	0.375	B4		
23.500	0.062	C5		
23.562	0.062	B4		
23.625	0.062	C5		
23.688	0.062	B4		
23.750	0.062	C5		
23.812	0.062	B4		
23.875	0.062	A4		
23.938	0.062	B4		
24.000	0.500	A4		
24.500	0.250	C5		staccato
24.750	0.250	E5		
24.750	0.250	D5		staccato
25.000	0.250	F5		
25.000	0.250	E5		staccato
25.250	0.250	G5		
25.250	0.250	E5		staccato
25.500	0.250	G5		
25.500	0.125	A5		
25.625	0.125	G5		
25.750	0.125	F5		
25.875	0.125	E5		
26.000	0.500	D5		
26.000	0.250	B4		
26.250	0.250	G4		
26.500	0.250	C5		staccato
26.750	0.250	E5		
26.750	0.250	D5		staccato
27.000	0.250	F5		
27.000	0.250	E5		staccato
27.250	0.250	G5		
27.250	0.250	E5		staccato
27.500	0.250	G5		
27.500	0.125	A5		
27.625	0.125	G5		
27.750	0.125	F5		
27.875	0.125	E5		
28.000	0.500	B4		
28.500	0.500	D5		
28.500	0.250	A4		staccato
28.750	0.250	C5		
28.750	0.250	B4		staccato
29.000	0.250	D5		
29.000	0.250	C5		staccato
29.250	0.250	E5		
29.250	0.250	C5		staccato
29.500	0.250	E5		
29.500	0.125	F5		
29.625	0.125	E5		
29.750	0.125	D5		
29.875	0.125	C5		
30.000	0.500	B4		
30.000	0.250	G#4		
30.250	0.250	E4		
30.500	0.250	A4		staccato
30.750	0.250	C5		
30.750	0.250	B4		staccato
31.000	0.250	D5		
31.000	0.250	C5		staccato
31.250	0.250	E5		
31.250	0.250	C5		staccato
31.500	0.250	E5		
31.500	0.125	F5		
31.625	0.125	E5		
31.750	0.125	D5		
31.875	0.125	C5		
32.000	0.500	G#4		
32.500	0.500	B4		
32.500	0.125	B4		
32.625	0.125	A4		
32.750	0.125	G#4		
32.875	0.125	A4		
33.000	0.250	C5		staccato
33.250	0.250	rest		
33.500	0.125	D5		
33.625	0.125	C5		
33.750	0.125	B4		
33.875	0.125	C5		
34.000	0.250	E5		staccato
34.250	0.250	rest		
34.500	0.125	F5		
34.625	0.125	E5		
34.750	0.125	D#5		
34.875	0.125	E5		
35.000	0.125	B5		
35.125	0.125	A5		
35.250	0.125	G#5		
35.375	0.125	A5		
35.500	0.125	B5		
35.625	0.125	A5		
35.750	0.125	G#5		
35.875	0.125	A5		
36.000	0.500	C6		
36.500	0.250	A5		staccato
36.750	0.250	B5		staccato
37.000	0.250	C6		staccato
37.250	0.250	B5		staccato
37.500	0.250	A5		staccato
37.750	0.250	G#5		staccato
38.000	0.250	A5		staccato
38.250	0.250	E5		staccato
38.500	0.250	F5		staccato
38.750	0.250	D5		staccato
39.000	0.500	C5		
39.500	0.375	B4		
39.500	0.062	C5		
39.562	0.062	B4		
39.625	0.062	C5		
39.688	0.062	B4		
39.750	0.062	C5		
39.812	0.062	B4		
39.875	0.062	A4		
39.938	0.062	B4		
40.000	0.500	A4		
40.500	0.250	C5		staccato
40.750	0.250	E5		
40.750	0.250	D5		staccato
41.000	0.250	F5		
41.000	0.250	E5		staccato
41.250	0.250	G5		
41.250	0.250	E5		staccato
41.500	0.250	G5		
41.500	0.125	A5		
41.625	0.125	G5		
41.750	0.125	F5		
41.875	0.125	E5		
42.000	0.500	D5		
42.000	0.250	B4		
42.250	0.250	G4		
42.500	0.250	C5		staccato
42.750	0.250	E5		
42.750	0.250	D5		staccato
43.000	0.250	F5		
43.000	0.250	E5		staccato
43.250	0.250	G5		
43.250	0.250	E5		staccato
43.500	0.250	G5		
43.500	0.125	A5		
43.625	0.125	G5		
43.750	0.125	F5		
43.875	0.125	E5		
44.000	0.500	B4		
44.500	0.500	D5		
44.500	0.250	A4		staccato
44.750	0.250	C5		
44.750	0.250	B4		staccato
45.000	0.250	D5		
45.000	0.250	C5		staccato
45.250	0.250	E5		
45.250	0.250	C5		staccato
45.500	0.250	E5		
45.500	0.125	F5		
45.625	0.125	E5		
45.750	0.125	D5		
45.875	0.125	C5		
46.000	0.500	B4		
46.000	0.250	G#4		
46.250	0.250	E4		
46.500	0.250	A4		staccato
46.750	0.250	C5		
46.750	0.250	B4		staccato
47.000	0.250	D5		
47.000	0.250	C5		staccato
47.250	0.250	E5		
47.250	0.250	C5		staccato
47.500	0.250	E5		
47.500	0.125	F5		
47.625	0.125	E5		
47.750	0.125	D5		
47.875	0.125	C5		
48.000	0.500	G#4		
48.500	0.500	B4		
48.500	0.125	B4		
48.625	0.125	A4		
48.750	0.125	G#4		
48.875	0.125	A4		
49.000	0.250	C5		staccato
49.250	0.250	rest		
49.500	0.125	D5		
49.625	0.125	C5		
49.750	0.125	B4		
49.875	0.125	C5		
50.000	0.250	E5		staccato
50.250	0.250	rest		
50.500	0.125	F5		
50.625	0.125	E5		
50.750	0.125	D#5		
50.875	0.125	E5		
51.000	0.125	B5		
51.125	0.125	A5		
51.250	0.125	G#5		
51.375	0.125	A5		
51.500	0.125	B5		
51.625	0.125	A5		
51.750	0.125	G#5		
51.875	0.125	A5		
52.000	0.500	C6		
52.500	0.250	A5		staccato
52.750	0.250	B5		staccato
53.000	0.250	C6		staccato
53.250	0.250	B5		staccato
53.500	0.250	A5		staccato
53.750	0.250	G#5		staccato
54.000	0.250	A5		staccato
54.250	0.250	E5		staccato
54.500	0.250	F5		staccato
54.750	0.250	D5		staccato
55.000	0.500	C5		
55.500	0.375	B4		
55.500	0.062	C5		
55.562	0.062	B4		
55.625	0.062	C5		
55.688	0.062	B4		
55.750	0.062	C5		
55.812	0.062	B4		
55.875	0.062	A4		
55.938	0.062	B4		
56.000	0.500	A4		
56.500	0.250	C5		staccato
56.750	0.250	E5		
56.750	0.250	D5		staccato
57.000	0.250	F5		
57.000	0.250	E5		staccato
57.250	0.250	G5		
57.250	0.250	E5		staccato
57.500	0.250	G5		
57.500	0.125	A5		
57.625	0.125	G5		
57.750	0.125	F5		
57.875	0.125	E5		
58.000	0.500	D5		
58.000	0.250	B4		
58.250	0.250	G4		
58.500	0.250	C5		staccato
58.750	0.250	E5		
58.750	0.250	D5		staccato
59.000	0.250	F5		
59.000	0.250	E5		staccato
59.250	0.250	G5		
59.250	0.250	E5		staccato
59.500	0.250	G5		
59.500	0.125	A5		
59.625	0.125	G5		
59.750	0.125	F5		
59.875	0.125	E5		
60.000	0.500	B4		
60.500	0.500	D5		
60.500	0.250	A4		staccato
60.750	0.250	C5		
60.750	0.250	B4		staccato
61.000	0.250	D5		
61.000	0.250	C5		staccato
61.250	0.250	E5		
61.250	0.250	C5		staccato
61.500	0.250	E5		
61.500	0.125	F5		
61.625	0.125	E5		
61.750	0.125	D5		
61.875	0.125	C5		
62.000	0.500	B4		
62.000	0.250	G#4		
62.250	0.250	E4		
62.500	0.250	A4		staccato
62.750	0.250	C5		
62.750	0.250	B4		staccato
63.000	0.250	D5		
63.000	0.250	C5		staccato
63.250	0.250	E5		
63.250	0.250	C5		staccato
63.500	0.250	E5		
63.500	0.125	F5		
63.625	0.125	E5		
63.750	0.125	D5		
63.875	0.125	C5		
64.000	0.500	G#4		
64.500	0.500	B4		
64.500	0.125	B4		
64.625	0.125	A4		
64.750	0.125	G#4		
64.875	0.125	A4		
65.000	0.250	C5		staccato
65.250	0.250	rest		
65.500	0.125	D5		
65.625	0.125	C5		
65.750	0.125	B4		
65.875	0.125	C5		
66.000	0.250	E5		staccato
66.250	0.250	rest		
66.500	0.125	F5		
66.625	0.125	E5		
66.750	0.125	D#5		
66.875	0.125	E5		
67.000	0.125	B5		
67.125	0.125	A5		
67.250	0.125	G#5		
67.375	0.125	A5		
67.500	0.125	B5		
67.625	0.125	A5		
67.750	0.125	G#5		
67.875	0.125	A5		
68.000	0.500	C6		
68.500	0.250	A5		staccato
68.750	0.250	B5		staccato
69.000	0.250	C6		staccato
69.250	0.250	B5		staccato
69.500	0.250	A5		staccato
69.750	0.250	G#5		staccato
70.000	0.250	A5		staccato
70.250	0.250	E5		staccato
70.500	0.250	F5		staccato
70.750	0.250	D5		staccato
71.000	0.500	C5		
71.500	0.375	B4		
71.500	0.062	C5		
71.562	0.062	B4		
71.625	0.062	C5		
71.688	0.062	B4		
71.750	0.062	C5		
71.812	0.062	B4		
71.875	0.062	A4		
71.938	0.062	B4		
72.000	0.500	A4		
72.500	0.250	C5		staccato
72.750	0.250	E5		
72.750	0.250	D5		staccato
73.000	0.250	F5		
73.000	0.250	E5		staccato
73.250	0.250	G5		
73.250	0.250	E5		staccato
73.500	0.250	G5		
73.500	0.125	A5		
73.625	0.125	G5		
73.750	0.125	F5		
73.875	0.125	E5		
74.000	0.500	D5		
74.000	0.250	B4		
74.250	0.250	G4		
74.500	0.250	C5		staccato
74.750	0.250	E5		
74.750	0.250	D5		staccato
75.000	0.250	F5		
75.000	0.250	E5		staccato
75.250	0.250	G5		
75.250	0.250	E5		staccato
75.500	0.250	G5		
75.500	0.125	A5		
75.625	0.125	G5		
75.750	0.125	F5		
75.875	0.125	E5		
76.000	0.500	B4		
76.500	0.500	D5		
76.500	0.250	A4		staccato
76.750	0.250	C5		
76.750	0.250	B4		staccato
77.000	0.250	D5		
77.000	0.250	C5		staccato
77.250	0.250	E5		
77.250	0.250	C5		staccato
77.500	0.250	E5		
77.500	0.125	F5		
77.625	0.125	E5		
77.750	0.125	D5		
77.875	0.125	C5		
78.000	0.500	B4		
78.000	0.250	G#4		
78.250	0.250	E4		
78.500	0.250	A4		staccato
78.750	0.250	C5		
78.750	0.250	B4		staccato
79.000	0.250	D5		
79.000	0.250	C5		staccato
79.250	0.250	E5		
79.250	0.250	C5		staccato
79.500	0.250	E5		
79.500	0.125	F5		
79.625	0.125	E5		
79.750	0.125	D5		
79.875	0.125	C5		
80.000	0.500	G#4		
80.500	0.500	B4		
80.500	0.125	B4		
80.625	0.125	A4		
80.750	0.125	G#4		
80.875	0.125	A4		
81.000	0.250	C5		staccato
81.250	0.250	rest		
81.500	0.125	D5		
81.625	0.125	C5		
81.750	0.125	B4		
81.875	0.125	C5		
82.000	0.250	E5		staccato
82.250	0.250	rest		
82.500	0.125	F5		
82.625	0.125	E5		
82.750	0.125	D#5		
82.875	0.125	E5		
83.000	0.125	B5		
83.125	0.125	A5		
83.250	0.125	G#5		
83.375	0.125	A5		
83.500	0.125	B5		
83.625	0.125	A5		
83.750	0.125	G#5		
83.875	0.125	A5		
84.000	0.500	C6		
84.500	0.250	A5		staccato
84.750	0.250	B5		staccato
85.000	0.250	C6		staccato
85.250	0.250	B5		staccato
85.500	0.250	A5		staccato
85.750	0.250	G#5		staccato
86.000	0.250	A5		staccato
86.250	0.250	E5		staccato
86.500	0.250	F5		staccato
86.750	0.250	D5		staccato
87.000	0.500	C5		
87.500	0.375	B4		
87.500	0.062	C5		
87.562	0.062	B4		
87.625	0.062	C5		
87.688	0.062	B4		
87.750	0.062	C5		
87.812	0.062	B4		
87.875	0.062	A4		
87.938	0.062	B4		
88.000	0.500	A4		
88.500	0.250	C5		staccato
88.750	0.250	E5		
88.750	0.250	D5		staccato
89.000	0.250	F5		
89.000	0.250	E5		staccato
89.250	0.250	G5		
89.250	0.250	E5		staccato
89.500	0.250	G5		
89.500	0.125	A5		
89.625	0.125	G5		
89.750	0.125	F5		
89.875	0.125	E5		
90.000	0.500	D5		
90.000	0.250	B4		
90.250	0.250	G4		
90.500	0.250	C5		staccato
90.750	0.250	E5		
90.750	0.250	D5		staccato
91.000	0.250	F5		
91.000	0.250	E5		staccato
91.250	0.250	G5		
91.250	0.250	E5		staccato
91.500	0.250	G5		
91.500	0.125	A5		
91.625	0.125	G5		
91.750	0.125	F5		
91.875	0.125	E5		
92.000	0.500	B4		
92.500	0.500	D5		
92.500	0.250	A4		staccato
92.750	0.250	C5		
92.750	0.250	B4		staccato
93.000	0.250	D5		
93.000	0.250	C5		staccato
93.250	0.250	E5		
93.250	0.250	C5		staccato
93.500	0.250	E5		
93.500	0.125	F5		
93.625	0.125	E5		
93.750	0.125	D5		
93.875	0.125	C5		
94.000	0.500	B4		
94.000	0.250	G#4		
94.250	0.250	E4		
94.500	0.250	A4		staccato
94.750	0.250	C5		
94.750	0.250	B4		staccato
95.000	0.250	D5		
95.000	0.250	C5		staccato
95.250	0.250	E5		
95.250	0.250	C5		staccato
95.500	0.250	E5		
95.500	0.125	F5		
95.625	0.125	E5		
95.750	0.125	D5		
95.875	0.125	C5		
96.000	0.500	G#4		
96.500	0.500	B4		
96.500	0.125	B4		
96.625	0.125	A4		
96.750	0.125	G#4		
96.875	0.125	A4		
97.000	0.250	C5		staccato
97.250	0.250	rest		
97.500	0.125	D5		
97.625	0.125	C5		
97.750	0.125	B4		
97.875	0.125	C5		
98.000	0.250	E5		staccato
98.250	0.250	rest		
98.500	0.125	F5		
98.625	0.125	E5		
98.750	0.125	D#5		
98.875	0.125	E5		
99.000	0.125	B5		
99.125	0.125	A5		
99.250	0.125	G#5		
99.375	0.125	A5		
99.500	0.125	B5		
99.625	0.125	A5		
99.750	0.125	G#5		
99.875	0.125	A5		
100.000	0.500	C6		
100.500	0.250	A5		staccato
100.750	0.250	B5		staccato
101.000	0.250	C6		staccato
101.250	0.250	B5		staccato
101.500	0.250	A5		staccato
101.750	0.250	G#5		staccato
102.000	0.250	A5		staccato
102.250	0.250	E5		staccato
102.500	0.250	F5		staccato
102.750	0.250	D5		staccato
103.000	0.500	C5		
103.500	0.375	B4		
103.500	0.062	C5		
103.562	0.062	B4		
103.625	0.062	C5		
103.688	0.062	B4		
103.750	0.062	C5		
103.812	0.062	B4		
103.875	0.062	A4		
103.938	0.062	B4		
104.000	0.500	A4		
104.500	0.250	C5		staccato
104.750	0.250	E5		
104.750	0.250	D5		staccato
105.000	0.250	F5		
105.000	0.250	E5		staccato
105.250	0.250	G5		
105.250	0.250	E5		staccato
105.500	0.250	G5		
105.500	0.125	A5		
105.625	0.125	G5		
105.750	0.125	F5		
105.875	0.125	E5		
106.000	0.500	D5		
106.000	0.250	B4		
106.250	0.250	G4		
106.500	0.250	C5		staccato
106.750	0.250	E5		
106.750	0.250	D5		staccato
107.000	0.250	F5		
107.000	0.250	E5		staccato
107.250	0.250	G5		
107.250	0.250	E5		staccato
107.500	0.250	G5		
107.500	0.125	A5		
107.625	0.125	G5		
107.750	0.125	F5		
107.875	0.125	E5		
108.000	0.500	B4		
108.500	0.500	D5		
108.500	0.250	A4		staccato
108.750	0.250	C5		
108.750	0.250	B4		staccato
109.000	0.250	D5		
109.000	0.250	C5		staccato
109.250	0.250	E5		
109.250	0.250	C5		staccato
109.500	0.250	E5		
109.500	0.125	F5		
109.625	0.125	E5		
109.750	0.125	D5		
109.875	0.125	C5		
110.000	0.500	B4		
110.000	0.250	G#4		
110.250	0.250	E4		
110.500	0.250	A4		staccato
110.750	0.250	C5		
110.750	0.250	B4		staccato
111.000	0.250	D5		
111.000	0.250	C5		staccato
111.250	0.250	E5		
111.250	0.250	C5		staccato
111.500	0.250	E5		
111.500	0.125	F5		
111.625	0.125	E5		
111.750	0.125	D5		
111.875	0.125	C5		
112.000	0.500	G#4		
112.500	0.500	B4		
112.500	0.125	B4		
112.625	0.125	A4		
112.750	0.125	G#4		
112.875	0.125	A4		
113.000	0.250	C5		staccato
113.250	0.250	rest		
113.500	0.125	D5		
113.625	0.125	C5		
113.750	0.125	B4		
113.875	0.125	C5		
114.000	0.250	E5		staccato
114.250	0.250	rest		
114.500	0.125	F5		
114.625	0.125	E5		
114.750	0.125	D#5		
114.875	0.125	E5		
115.000	0.125	B5		
115.125	0.125	A5		
115.250	0.125	G#5		
115.375	0.125	A5		
115.500	0.125	B5		
115.625	0.125	A5		
115.750	0.125	G#5		
115.875	0.125	A5		
116.000	0.500	C6		
116.500	0.250	A5		staccato
116.750	0.250	B5		staccato
117.000	0.250	C6		staccato
117.250	0.250	B5		staccato
117.500	0.250	A5		staccato
117.750	0.250	G#5		staccato
118.000	0.250	A5		staccato
118.250	0.250	E5		staccato
118.500	0.250	F5		staccato
118.750	0.250	D5		staccato
119.000	0.500	C5		
119.500	0.375	B4		
119.500	0.062	C5		
119.562	0.062	B4		
119.625	0.062	C5		
119.688	0.062	B4		
119.750	0.062	C5		
119.812	0.062	B4		
119.875	0.062	A4		
119.938	0.062	B4		
120.000	0.500	A4		
120.500	0.250	C5		staccato
120.750	0.250	E5		
120.750	0.250	D5		staccato
121.000	0.250	F5		
121.000	0.250	E5		staccato
121.250	0.250	G5		
121.250	0.250	E5		staccato
121.500	0.250	G5		
121.500	0.125	A5		
121.625	0.125	G5		
121.750	0.125	F5		
121.875	0.125	E5		
122.000	0.500	D5		
122.000	0.250	B4		
122.250	0.250	G4		
122.500	0.250	C5		staccato
122.750	0.250	E5		
122.750	0.250	D5		staccato
123.000	0.250	F5		
123.000	0.250	E5		staccato
123.250	0.250	G5		
123.250	0.250	E5		staccato
123.500	0.250	G5		
123.500	0.125	A5		
123.625	0.125	G5		
123.750	0.125	F5		
123.875	0.125	E5		
124.000	0.500	B4		
124.500	0.500	D5		
124.500	0.250	A4		staccato
124.750	0.250	C5		
124.750	0.250	B4		staccato
125.000	0.250	D5		
125.000	0.250	C5		staccato
125.250	0.250	E5		
125.250	0.250	C5		staccato
125.500	0.250	E5		
125.500	0.125	F5		
125.625	0.125	E5		
125.750	0.125	D5		
125.875	0.125	C5		
126.000	0.500	B4		
126.000	0.250	G#4		
126.250	0.250	E4		
126.500	0.250	A4		staccato
126.750	0.250	C5		
126.750	0.250	B4		staccato
127.000	0.250	D5		
127.000	0.250	C5		staccato
127.250	0.250	E5		
127.250	0.250	C5		staccato
127.500	0.250	E5		
127.500	0.125	F5		
127.625	0.125	E5		
127.750	0.125	D5		
127.875	0.125	C5		
128.000	0.500	G#4		
128.500	0.500	B4		
128.500	0.125	B4		
128.625	0.125	A4		
128.750	0.125	G#4		
128.875	0.125	A4		
129.000	0.250	C5		staccato
129.250	0.250	rest		
129.500	0.125	D5		
129.625	0.125	C5		
129.750	0.125	B4		
129.875	0.125	C5		
130.000	0.250	E5		staccato
130.250	0.250	rest		
130.500	0.125	F5		
130.625	0.125	E5		
130.750	0.125	D#5		
130.875	0.125	E5		
131.000	0.125	B5		
131.125	0.125	A5		
131.250	0.125	G#5		
131.375	0.125	A5		
131.500	0.125	B5		
131.625	0.125	A5		
131.750	0.125	G#5		
131.875	0.125	A5		
132.000	0.500	C6		
132.500	0.250	A5		staccato
132.750	0.250	B5		staccato
133.000	0.250	C6		staccato
133.250	0.250	B5		staccato
133.500	0.250	A5		staccato
133.750	0.250	G#5		staccato
134.000	0.250	A5		staccato
134.250	0.250	E5		staccato
134.500	0.250	F5		staccato
134.750	0.250	D5		staccato
135.000	0.500	C5		
135.500	0.375	B4		
135.500	0.062	C5		
135.562	0.062	B4		
135.625	0.062	C5		
135.688	0.062	B4		
135.750	0.062	C5		
135.812	0.062	B4		
135.875	0.062	A4		
135.938	0.062	B4		
136.000	0.500	A4		
136.500	0.250	C5		staccato
136.750	0.250	E5		
136.750	0.250	D5		staccato
137.000	0.250	F5		
137.000	0.250	E5		staccato
137.250	0.250	G5		
137.250	0.250	E5		staccato
137.500	0.250	G5		
137.500	0.125	A5		
137.625	0.125	G5		
137.750	0.125	F5		
137.875	0.125	E5		
138.000	0.500	D5		
138.000	0.250	B4		
138.250	0.250	G4		
138.500	0.250	C5		staccato
138.750	0.250	E5		
138.750	0.250	D5		staccato
139.000	0.250	F5		
139.000	0.250	E5		staccato
139.250	0.250	G5		
139.250	0.250	E5		staccato
139.500	0.250	G5		
139.500	0.125	A5		
139.625	0.125	G5		
139.750	0.125	F5		
139.875	0.125	E5		
140.000	0.500	B4		
140.500	0.500	D5		
140.500	0.250	A4		staccato
140.750	0.250	C5		
140.750	0.250	B4		staccato
141.000	0.250	D5		
141.000	0.250	C5		staccato
141.250	0.250	E5		
141.250	0.250	C5		staccato
141.500	0.250	E5		
141.500	0.125	F5		
141.625	0.125	E5		
141.750	0.125	D5		
141.875	0.125	C5		
142.000	0.500	B4		
142.000	0.250	G#4		
142.250	0.250	E4		
142.500	0.250	A4		staccato
142.750	0.250	C5		
142.750	0.250	B4		staccato
143.000	0.250	D5		
143.000	0.250	C5		staccato
143.250	0.250	E5		
143.250	0.250	C5		staccato
143.500	0.250	E5		
143.500	0.125	F5		
143.625	0.125	E5		
143.750	0.125	D5		
143.875	0.125	C5		
144.000	0.500	G#4		
144.500	0.500	B4		
144.500	0.125	B4		
144.625	0.125	A4		
144.750	0.125	G#4		
144.875	0.125	A4		
145.000	0.250	C5		staccato
145.250	0.250	rest		
145.500	0.125	D5		
145.625	0.125	C5		
145.750	0.125	B4		
145.875	0.125	C5		
146.000	0.250	E5		staccato
146.250	0.250	rest		
146.500	0.125	F5		
146.625	0.125	E5		
146.750	0.125	D#5		
146.875	0.125	E5		
147.000	0.125	B5		
147.125	0.125	A5		
147.250	0.125	G#5		
147.375	0.125	A5		
147.500	0.125	B5		
147.625	0.125	A5		
147.750	0.125	G#5		
147.875	0.125	A5		
148.000	0.500	C6		
148.500	0.250	A5		staccato
148.750	0.250	B5		staccato
149.000	0.250	C6		staccato
149.250	0.250	B5		staccato
149.500	0.250	A5		staccato
149.750	0.250	G#5		staccato
150.000	0.250	A5		staccato
150.250	0.250	E5		staccato
150.500	0.250	F5		staccato
150.750	0.250	D5		staccato
151.000	0.500	C5		
151.500	0.375	B4		
151.500	0.062	C5		
151.562	0.062	B4		
151.625	0.062	C5		
151.688	0.062	B4		
151.750	0.062	C5		
151.812	0.062	B4		
151.875	0.062	A4		
151.938	0.062	B4		
152.000	0.500	A4		
152.500	0.250	C5		staccato
152.750	0.250	E5		
152.750	0.250	D5		staccato
153.000	0.250	F5		
153.000	0.250	E5		staccato
153.250	0.250	G5		
153.250	0.250	E5		staccato
153.500	0.250	G5		
153.500	0.125	A5		
153.625	0.125	G5		
153.750	0.125	F5		
153.875	0.125	E5		
154.000	0.500	D5		
154.000	0.250	B4		
154.250	0.250	G4		
154.500	0.250	C5		staccato
154.750	0.250	E5		
154.750	0.250	D5		staccato
155.000	0.250	F5		
155.000	0.250	E5		staccato
155.250	0.250	G5		
155.250	0.250	E5		staccato
155.500	0.250	G5		
155.500	0.125	A5		
155.625	0.125	G5		
155.750	0.125	F5		
155.875	0.125	E5		
156.000	0.500	B4		
156.500	0.500	D5		
156.500	0.250	A4		staccato
156.750	0.250	C5		
156.750	0.250	B4		staccato
157.000	0.250	D5		
157.000	0.250	C5		staccato
157.250	0.250	E5		
157.250	0.250	C5		staccato
157.500	0.250	E5		
157.500	0.125	F5		
157.625	0.125	E5		
157.750	0.125	D5		
157.875	0.125	C5		
158.000	0.500	B4		
158.000	0.250	G#4		
158.250	0.250	E4		
158.500	0.250	A4		staccato
158.750	0.250	C5		
158.750	0.250	B4		staccato
159.000	0.250	D5		
159.000	0.250	C5		staccato
159.250	0.250	E5		
159.250	0.250	C5		staccato
159.500	0.250	E5		
159.500	0.125	F5		
159.625	0.125	E5		
159.750	0.125	D5		
159.875	0.125	C5		
160.000	0.500	G#4		
160.500	0.500	B4		
160.500	0.125	B4		
160.625	0.125	A4		
160.750	0.125	G#4		
160.875	0.125	A4		
161.000	0.250	C5		staccato
161.250	0.250	rest		
161.500	0.125	D5		
161.625	0.125	C5		
161.750	0.125	B4		
161.875	0.125	C5		
162.000	0.250	E5		staccato
162.250	0.250	rest		
162.500	0.125	F5		
162.625	0.125	E5		
162.750	0.125	D#5		
162.875	0.125	E5		
163.000	0.125	B5		
163.125	0.125	A5		
