MusicXML Sağ El Transcript (RH only, repeat+volta+DC/DS/Coda, TS-based)
Generated UTC: 2025-09-18T08:26:33.583868+00:00
Linear measures: 232
Events: 1516
Script version: 1.2.1
---
time_sec	dur_sec	pitches_sci	dyn	art
11.875	0.125	E5		
12.000	0.500	B4		
12.500	0.500	D5		
12.500	0.250	A4		staccato
12.750	0.250	C5		
12.750	0.250	B4		staccato
13.000	0.250	D5		
13.000	0.250	C5		staccato
13.250	0.250	E5		
13.250	0.250	C5		staccato
13.500	0.250	E5		
13.500	0.125	F5		
13.625	0.125	E5		
13.750	0.125	D5		
13.875	0.125	C5		
14.000	0.500	B4		
14.000	0.250	G#4		
14.250	0.250	E4		
14.500	0.250	A4		staccato
14.750	0.250	C5		
14.750	0.250	B4		staccato
15.000	0.250	D5		
15.000	0.250	C5		staccato
15.250	0.250	E5		
15.250	0.250	C5		staccato
15.500	0.250	E5		
15.500	0.125	F5		
15.625	0.125	E5		
15.750	0.125	D5		
15.875	0.125	C5		
16.000	0.500	G#4		
16.500	0.500	B4		
16.500	0.125	B4		
16.625	0.125	A4		
16.750	0.125	G#4		
16.875	0.125	A4		
17.000	0.250	C5		staccato
17.250	0.250	rest		
17.500	0.125	D5		
17.625	0.125	C5		
17.750	0.125	B4		
17.875	0.125	C5		
18.000	0.250	E5		staccato
18.250	0.250	rest		
18.500	0.125	F5		
18.625	0.125	E5		
18.750	0.125	D#5		
18.875	0.125	E5		
19.000	0.125	B5		
19.125	0.125	A5		
19.250	0.125	G#5		
19.375	0.125	A5		
19.500	0.125	B5		
19.625	0.125	A5		
19.750	0.125	G#5		
19.875	0.125	A5		
20.000	0.500	C6		
20.500	0.250	A5		staccato
20.750	0.250	B5		staccato
21.000	0.250	C6		staccato
21.250	0.250	B5		staccato
21.500	0.250	A5		staccato
21.750	0.250	G#5		staccato
22.000	0.250	A5		staccato
22.250	0.250	E5		staccato
22.500	0.250	F5		staccato
22.750	0.250	D5		staccato
23.000	0.500	C5		
23.500	0.375	B4		
23.500	0.062	C5		
23.562	0.062	B4		
23.625	0.062	C5		
23.688	0.062	B4		
23.750	0.062	C5		
23.812	0.062	B4		
23.875	0.062	A4		
23.938	0.062	B4		
24.000	0.500	A4		
24.500	0.250	C5		staccato
24.750	0.250	E5		
24.750	0.250	D5		staccato
25.000	0.250	F5		
25.000	0.250	E5		staccato
25.250	0.250	G5		
25.250	0.250	E5		staccato
25.500	0.250	G5		
25.500	0.125	A5		
25.625	0.125	G5		
25.750	0.125	F5		
25.875	0.125	E5		
26.000	0.500	D5		
26.000	0.250	B4		
26.250	0.250	G4		
26.500	0.250	C5		staccato
26.750	0.250	E5		
26.750	0.250	D5		staccato
27.000	0.250	F5		
27.000	0.250	E5		staccato
27.250	0.250	G5		
27.250	0.250	E5		staccato
27.500	0.250	G5		
27.500	0.125	A5		
27.625	0.125	G5		
27.750	0.125	F5		
27.875	0.125	E5		
28.000	0.500	B4		
28.500	0.500	D5		
28.500	0.250	A4		staccato
28.750	0.250	C5		
28.750	0.250	B4		staccato
29.000	0.250	D5		
29.000	0.250	C5		staccato
29.250	0.250	E5		
29.250	0.250	C5		staccato
29.500	0.250	E5		
29.500	0.125	F5		
29.625	0.125	E5		
29.750	0.125	D5		
29.875	0.125	C5		
30.000	0.500	B4		
30.000	0.250	G#4		
30.250	0.250	E4		
30.500	0.250	A4		staccato
30.750	0.250	C5		
30.750	0.250	B4		staccato
31.000	0.250	D5		
31.000	0.250	C5		staccato
31.250	0.250	E5		
31.250	0.250	C5		staccato
31.500	0.250	E5		
31.500	0.125	F5		
31.625	0.125	E5		
31.750	0.125	D5		
31.875	0.125	C5		
32.000	0.500	G#4		
32.500	0.500	B4		
32.500	0.125	B4		
32.625	0.125	A4		
32.750	0.125	G#4		
32.875	0.125	A4		
33.000	0.250	C5		staccato
33.250	0.250	rest		
33.500	0.125	D5		
33.625	0.125	C5		
33.750	0.125	B4		
33.875	0.125	C5		
34.000	0.250	E5		staccato
34.250	0.250	rest		
34.500	0.125	F5		
34.625	0.125	E5		
34.750	0.125	D#5		
34.875	0.125	E5		
35.000	0.125	B5		
35.125	0.125	A5		
35.250	0.125	G#5		
35.375	0.125	A5		
35.500	0.125	B5		
35.625	0.125	A5		
35.750	0.125	G#5		
35.875	0.125	A5		
36.000	0.500	C6		
36.500	0.250	A5		staccato
36.750	0.250	B5		staccato
37.000	0.250	C6		staccato
37.250	0.250	B5		staccato
37.500	0.250	A5		staccato
37.750	0.250	G#5		staccato
38.000	0.250	A5		staccato
38.250	0.250	E5		staccato
38.500	0.250	F5		staccato
38.750	0.250	D5		staccato
39.000	0.500	C5		
39.500	0.375	B4		
39.500	0.062	C5		
39.562	0.062	B4		
39.625	0.062	C5		
39.688	0.062	B4		
39.750	0.062	C5		
39.812	0.062	B4		
39.875	0.062	A4		
39.938	0.062	B4		
40.000	0.500	A4		
40.500	0.250	A4		
40.750	0.250	A5		
40.750	0.250	B4		
41.000	0.250	B5		
41.000	0.500	C#5		
41.500	0.500	C#6		
41.500	0.250	A4		
41.750	0.250	A5		
41.750	0.250	B4		
42.000	0.250	B5		
42.000	0.250	C#5		
42.250	0.250	C#6		
42.250	0.250	B4		
42.500	0.250	B5		
42.500	0.250	A4		
42.750	0.250	A5		
42.750	0.250	G#4		
43.000	0.250	G#5		
43.000	0.250	F#4		
43.250	0.250	F#5		
43.250	0.250	G#4		
43.500	0.250	G#5		
43.500	0.250	A4		
43.750	0.250	A5		
43.750	0.250	B4		
44.000	0.250	B5		
44.000	0.250	G#4		
44.250	0.250	G#5		
44.250	0.250	E4		
44.500	0.250	E5		
44.500	0.250	A4		
44.750	0.250	A5		
44.750	0.250	B4		
45.000	0.250	B5		
45.000	0.500	C#5		
45.500	0.500	C#6		
45.500	0.250	A4		
45.750	0.250	A5		
45.750	0.250	B4		
46.000	0.250	B5		
46.000	0.250	C#5		
46.250	0.250	C#6		
46.250	0.250	B4		
46.500	0.250	B5		
46.500	0.250	A4		
46.750	0.250	A5		
46.750	0.250	G#4		
47.000	0.250	G#5		
47.000	0.250	F#4		
47.250	0.250	F#5		
47.250	0.250	B4		
47.500	0.250	B5		
47.500	0.250	G#4		
47.750	0.250	G#5		
47.750	0.250	E4		
48.000	0.250	E5		
48.000	0.500	A4		
48.500	0.500	A5		
48.500	0.250	A4		
48.750	0.250	A5		
48.750	0.250	B4		
49.000	0.250	B5		
49.000	0.500	C#5		
49.500	0.500	C#6		
49.500	0.250	A4		
49.750	0.250	A5		
49.750	0.250	B4		
50.000	0.250	B5		
50.000	0.250	C#5		
50.250	0.250	C#6		
50.250	0.250	B4		
50.500	0.250	B5		
50.500	0.250	A4		
50.750	0.250	A5		
50.750	0.250	G#4		
51.000	0.250	G#5		
51.000	0.250	F#4		
51.250	0.250	F#5		
51.250	0.250	G#4		
51.500	0.250	G#5		
51.500	0.250	A4		
51.750	0.250	A5		
51.750	0.250	B4		
52.000	0.250	B5		
52.000	0.250	G#4		
52.250	0.250	G#5		
52.250	0.250	E4		
52.500	0.250	E5		
52.500	0.250	A4		
52.750	0.250	A5		
52.750	0.250	B4		
53.000	0.250	B5		
53.000	0.500	C#5		
53.500	0.500	C#6		
53.500	0.250	A4		
53.750	0.250	A5		
53.750	0.250	B4		
54.000	0.250	B5		
54.000	0.250	C#5		
54.250	0.250	C#6		
54.250	0.250	B4		
54.500	0.250	B5		
54.500	0.250	A4		
54.750	0.250	A5		
54.750	0.250	G#4		
55.000	0.250	G#5		
55.000	0.250	F#4		
55.250	0.250	F#5		
55.250	0.250	B4		
55.500	0.250	B5		
55.500	0.250	G#4		
55.750	0.250	G#5		
55.750	0.250	E4		
56.000	0.250	E5		
56.000	0.500	A4		
56.500	0.500	A5		
56.500	0.125	C#6		
56.625	0.125	D6		
56.750	0.125	C#6		
56.875	0.125	B5		
57.000	0.125	A5		
57.125	0.125	B5		
57.250	0.125	A5		
57.375	0.125	G#5		
57.500	0.125	F#5		
57.625	0.125	A5		
57.750	0.125	G#5		
57.875	0.125	F#5		
58.000	0.125	E#5		
58.125	0.125	F#5		
58.250	0.125	G#5		
58.375	0.125	E#5		
58.500	0.125	C#5		
58.625	0.125	D#5		
58.750	0.125	E#5		
58.875	0.125	C#5		
59.000	0.125	F#5		
59.125	0.125	E#5		
59.250	0.125	F#5		
59.375	0.125	G#5		
59.500	0.125	A5		
59.625	0.125	G#5		
59.750	0.125	A5		
59.875	0.125	B5		
60.000	0.125	C#6		
60.125	0.125	B#5		
60.250	0.125	C#6		
60.375	0.125	B#5		
60.500	0.125	C#6		
60.625	0.125	D6		
60.750	0.125	C#6		
60.875	0.125	B5		
61.000	0.125	A5		
61.125	0.125	B5		
61.250	0.125	A5		
61.375	0.125	G#5		
61.500	0.125	F#5		
61.625	0.125	A5		
61.750	0.125	G#5		
61.875	0.125	F#5		
62.000	0.125	E5		
62.125	0.125	F#5		
62.250	0.125	G#5		
62.375	0.125	E5		
62.500	0.125	C#5		
62.625	0.125	D#5		
62.750	0.125	E5		
62.875	0.125	C#5		
63.000	0.125	D#5		
63.125	0.125	E5		
63.250	0.125	F#5		
63.375	0.125	D#5		
63.500	0.125	B#4		
63.625	0.125	C#5		
63.750	0.125	D#5		
63.875	0.125	B#4		
64.000	0.500	C#5		
64.500	0.125	C#6		
64.625	0.125	D6		
64.750	0.125	C#6		
64.875	0.125	B5		
65.000	0.125	A5		
65.125	0.125	B5		
65.250	0.125	A5		
65.375	0.125	G#5		
65.500	0.125	F#5		
65.625	0.125	A5		
65.750	0.125	G#5		
65.875	0.125	F#5		
66.000	0.125	E#5		
66.125	0.125	F#5		
66.250	0.125	G#5		
66.375	0.125	E#5		
66.500	0.125	C#5		
66.625	0.125	D#5		
66.750	0.125	E#5		
66.875	0.125	C#5		
67.000	0.125	F#5		
67.125	0.125	E#5		
67.250	0.125	F#5		
67.375	0.125	G#5		
67.500	0.125	A5		
67.625	0.125	G#5		
67.750	0.125	A5		
67.875	0.125	B5		
68.000	0.125	C#6		
68.125	0.125	B#5		
68.250	0.125	C#6		
68.375	0.125	B#5		
68.500	0.125	C#6		
68.625	0.125	D6		
68.750	0.125	C#6		
68.875	0.125	B5		
69.000	0.125	A5		
69.125	0.125	B5		
69.250	0.125	A5		
69.375	0.125	G#5		
69.500	0.125	F#5		
69.625	0.125	A5		
69.750	0.125	G#5		
69.875	0.125	F#5		
70.000	0.125	E5		
70.125	0.125	F#5		
70.250	0.125	G#5		
70.375	0.125	E5		
70.500	0.125	C#5		
70.625	0.125	D#5		
70.750	0.125	E5		
70.875	0.125	C#5		
71.000	0.125	D#5		
71.125	0.125	E5		
71.250	0.125	F#5		
71.375	0.125	D#5		
71.500	0.125	B#4		
71.625	0.125	C#5		
71.750	0.125	D#5		
71.875	0.125	B#4		
72.000	0.500	C#5		
72.500	0.125	E5		
72.625	0.125	D5		
72.750	0.125	C#5		
72.875	0.125	B4		
73.000	0.125	A4		
73.125	0.125	B4		
73.250	0.125	C#5		
73.375	0.125	D5		
73.500	0.125	E5		
73.625	0.125	F#5		
73.750	0.125	G#5		
73.875	0.125	A5		
74.000	0.125	A5		
74.125	0.125	G#5		
74.250	0.125	F#5		
74.375	0.125	E5		
74.500	0.125	E5		
74.625	0.125	D5		
74.750	0.125	C#5		
74.875	0.125	B4		
75.000	0.125	A4		
75.125	0.125	B4		
75.250	0.125	C#5		
75.375	0.125	D5		
75.500	0.125	E5		
75.625	0.125	F#5		
75.750	0.125	G#5		
75.875	0.125	A5		
76.000	0.250	A#5		
76.250	0.250	B5		
76.500	0.125	E5		
76.625	0.125	D5		
76.750	0.125	C#5		
76.875	0.125	B4		
77.000	0.125	A4		
77.125	0.125	B4		
77.250	0.125	C#5		
77.375	0.125	D5		
77.500	0.125	E5		
77.625	0.125	F#5		
77.750	0.125	G#5		
77.875	0.125	A5		
78.000	0.125	A5		
78.125	0.125	G#5		
78.250	0.125	F#5		
78.375	0.125	E5		
78.500	0.125	E5		
78.625	0.125	D5		
78.750	0.125	C#5		
78.875	0.125	B4		
79.000	0.125	C#5		
79.125	0.125	E5		
79.250	0.125	A4		
79.375	0.125	C#5		
79.500	0.125	B4		
79.625	0.125	D5		
79.750	0.125	G#4		
79.875	0.125	B4		
80.000	0.500	A4		
80.500	0.125	C#6		
80.625	0.125	D6		
80.750	0.125	C#6		
80.875	0.125	B5		
81.000	0.125	A5		
81.125	0.125	B5		
81.250	0.125	A5		
81.375	0.125	G#5		
81.500	0.125	F#5		
81.625	0.125	A5		
81.750	0.125	G#5		
81.875	0.125	F#5		
82.000	0.125	E#5		
82.125	0.125	F#5		
82.250	0.125	G#5		
82.375	0.125	E#5		
82.500	0.125	C#5		
82.625	0.125	D#5		
82.750	0.125	E#5		
82.875	0.125	C#5		
83.000	0.125	F#5		
83.125	0.125	E#5		
83.250	0.125	F#5		
83.375	0.125	G#5		
83.500	0.125	A5		
83.625	0.125	G#5		
83.750	0.125	A5		
83.875	0.125	B5		
84.000	0.125	C#6		
84.125	0.125	B#5		
84.250	0.125	C#6		
84.375	0.125	B#5		
84.500	0.125	C#6		
84.625	0.125	B#5		
84.750	0.125	C#6		
84.875	0.125	A#5		
85.000	0.125	D6		
85.125	0.125	C#6		
85.250	0.125	D6		
85.375	0.125	C#6		
85.500	0.125	D6		
85.625	0.125	C#6		
85.750	0.125	D6		
85.875	0.125	C#6		
86.000	0.125	D6		
86.125	0.125	C#6		
86.250	0.125	B5		
86.375	0.125	A5		
86.500	0.125	G#5		
86.625	0.125	A5		
86.750	0.125	B5		
86.875	0.125	G#5		
87.000	0.125	A5		
87.125	0.125	B5		
87.250	0.125	C#6		
87.375	0.125	F#5		
87.500	0.125	E#5		
87.625	0.125	F#5		
87.750	0.125	G#5		
87.875	0.125	E#5		
88.000	0.500	F#5		
88.500	0.125	E5		
88.625	0.125	D5		
88.750	0.125	C#5		
88.875	0.125	B4		
89.000	0.125	A4		
89.125	0.125	B4		
89.250	0.125	C#5		
89.375	0.125	D5		
89.500	0.125	E5		
89.625	0.125	F#5		
89.750	0.125	G#5		
89.875	0.125	A5		
90.000	0.125	A5		
90.125	0.125	G#5		
90.250	0.125	F#5		
90.375	0.125	E5		
90.500	0.125	E5		
90.625	0.125	D5		
90.750	0.125	C#5		
90.875	0.125	B4		
91.000	0.125	A4		
91.125	0.125	B4		
91.250	0.125	C#5		
91.375	0.125	D5		
91.500	0.125	E5		
91.625	0.125	F#5		
91.750	0.125	G#5		
91.875	0.125	A5		
92.000	0.250	A#5		
92.250	0.250	B5		
92.500	0.125	E5		
92.625	0.125	D5		
92.750	0.125	C#5		
92.875	0.125	B4		
93.000	0.125	A4		
93.125	0.125	B4		
93.250	0.125	C#5		
93.375	0.125	D5		
93.500	0.125	E5		
93.625	0.125	F#5		
93.750	0.125	G#5		
93.875	0.125	A5		
94.000	0.125	A5		
94.125	0.125	G#5		
94.250	0.125	F#5		
94.375	0.125	E5		
94.500	0.125	E5		
94.625	0.125	D5		
94.750	0.125	C#5		
94.875	0.125	B4		
95.000	0.125	C#5		
95.125	0.125	E5		
95.250	0.125	A4		
95.375	0.125	C#5		
95.500	0.125	B4		
95.625	0.125	D5		
95.750	0.125	G#4		
95.875	0.125	B4		
96.000	0.500	A4		
96.500	0.125	C#6		
96.625	0.125	D6		
96.750	0.125	C#6		
96.875	0.125	B5		
97.000	0.125	A5		
97.125	0.125	B5		
97.250	0.125	A5		
97.375	0.125	G#5		
97.500	0.125	F#5		
97.625	0.125	A5		
97.750	0.125	G#5		
97.875	0.125	F#5		
98.000	0.125	E#5		
98.125	0.125	F#5		
98.250	0.125	G#5		
98.375	0.125	E#5		
98.500	0.125	C#5		
98.625	0.125	D#5		
98.750	0.125	E#5		
98.875	0.125	C#5		
99.000	0.125	F#5		
99.125	0.125	E#5		
99.250	0.125	F#5		
99.375	0.125	G#5		
99.500	0.125	A5		
99.625	0.125	G#5		
99.750	0.125	A5		
99.875	0.125	B5		
100.000	0.125	C#6		
100.125	0.125	B#5		
100.250	0.125	C#6		
100.375	0.125	B#5		
100.500	0.125	C#6		
100.625	0.125	B#5		
100.750	0.125	C#6		
100.875	0.125	A#5		
101.000	0.125	D6		
101.125	0.125	C#6		
101.250	0.125	D6		
101.375	0.125	C#6		
101.500	0.125	D6		
101.625	0.125	C#6		
101.750	0.125	D6		
101.875	0.125	C#6		
102.000	0.125	D6		
102.125	0.125	C#6		
102.250	0.125	B5		
102.375	0.125	A5		
102.500	0.125	G#5		
102.625	0.125	A5		
102.750	0.125	B5		
102.875	0.125	G#5		
103.000	0.125	A5		
103.125	0.125	B5		
103.250	0.125	C#6		
103.375	0.125	F#5		
103.500	0.125	E#5		
103.625	0.125	F#5		
103.750	0.125	G#5		
103.875	0.125	E#5		
104.000	0.500	F#5		
104.500	0.250	A4		
104.750	0.250	A5		
104.750	0.250	B4		
105.000	0.250	B5		
105.000	0.500	C#5		
105.500	0.500	C#6		
105.500	0.250	A4		
105.750	0.250	A5		
105.750	0.250	B4		
106.000	0.250	B5		
106.000	0.250	C#5		
106.250	0.250	C#6		
106.250	0.250	B4		
106.500	0.250	B5		
106.500	0.250	A4		
106.750	0.250	A5		
106.750	0.250	G#4		
107.000	0.250	G#5		
107.000	0.250	F#4		
107.250	0.250	F#5		
107.250	0.250	G#4		
107.500	0.250	G#5		
107.500	0.250	A4		
107.750	0.250	A5		
107.750	0.250	B4		
108.000	0.250	B5		
108.000	0.250	G#4		
108.250	0.250	G#5		
108.250	0.250	E4		
108.500	0.250	E5		
108.500	0.250	A4		
108.750	0.250	A5		
108.750	0.250	B4		
109.000	0.250	B5		
109.000	0.500	C#5		
109.500	0.500	C#6		
109.500	0.250	A4		
109.750	0.250	A5		
109.750	0.250	B4		
110.000	0.250	B5		
110.000	0.250	C#5		
110.250	0.250	C#6		
110.250	0.250	B4		
110.500	0.250	B5		
110.500	0.250	A4		
110.750	0.250	A5		
110.750	0.250	G#4		
111.000	0.250	G#5		
111.000	0.250	F#4		
111.250	0.250	F#5		
111.250	0.250	B4		
111.500	0.250	B5		
111.500	0.250	G#4		
111.750	0.250	G#5		
111.750	0.250	E4		
112.000	0.250	E5		
112.000	0.500	A4		
112.500	0.500	A5		
112.500	0.250	A4		
112.750	0.250	A5		
112.750	0.250	B4		
113.000	0.250	B5		
113.000	0.500	C#5		
113.500	0.500	C#6		
113.500	0.250	A4		
113.750	0.250	A5		
113.750	0.250	B4		
114.000	0.250	B5		
114.000	0.250	C#5		
114.250	0.250	C#6		
114.250	0.250	B4		
114.500	0.250	B5		
114.500	0.250	A4		
114.750	0.250	A5		
114.750	0.250	G#4		
115.000	0.250	G#5		
115.000	0.250	F#4		
115.250	0.250	F#5		
115.250	0.250	G#4		
115.500	0.250	G#5		
115.500	0.250	A4		
115.750	0.250	A5		
115.750	0.250	B4		
116.000	0.250	B5		
116.000	0.250	G#4		
116.250	0.250	G#5		
116.250	0.250	E4		
116.500	0.250	E5		
116.500	0.250	A4		
116.750	0.250	A5		
116.750	0.250	B4		
117.000	0.250	B5		
117.000	0.500	C#5		
117.500	0.500	C#6		
117.500	0.250	A4		
117.750	0.250	A5		
117.750	0.250	B4		
118.000	0.250	B5		
118.000	0.250	C#5		
118.250	0.250	C#6		
118.250	0.250	B4		
118.500	0.250	B5		
118.500	0.250	A4		
118.750	0.250	A5		
118.750	0.250	G#4		
119.000	0.250	G#5		
119.000	0.250	F#4		
119.250	0.250	F#5		
119.250	0.250	B4		
119.500	0.250	B5		
119.500	0.250	G#4		
119.750	0.250	G#5		
119.750	0.250	E4		
120.000	0.250	E5		
120.000	0.500	A4		
120.500	0.500	A5		
120.500	0.125	B4		
120.625	0.125	A4		
120.750	0.125	G#4		
120.875	0.125	A4		
121.000	0.250	C5		staccato
121.250	0.250	rest		
121.500	0.125	D5		
121.625	0.125	C5		
121.750	0.125	B4		
121.875	0.125	C5		
122.000	0.250	E5		staccato
122.250	0.250	rest		
122.500	0.125	F5		
122.625	0.125	E5		
122.750	0.125	D#5		
122.875	0.125	E5		
123.000	0.125	B5		
123.125	0.125	A5		
123.250	0.125	G#5		
123.375	0.125	A5		
123.500	0.125	B5		
123.625	0.125	A5		
123.750	0.125	G#5		
123.875	0.125	A5		
124.000	0.500	C6		
124.500	0.250	A5		staccato
124.750	0.250	C6		staccato
125.000	0.000	G5		
125.000	0.000	A5		
125.000	0.250	B5		staccato
125.250	0.250	F#5		staccato
125.500	0.250	A5		
125.500	0.250	E5		staccato
125.750	0.250	G5		
125.750	0.250	F#5		staccato
126.000	0.250	A5		
126.000	0.000	G5		
126.000	0.000	A5		
126.000	0.250	B5		staccato
126.250	0.250	F#5		staccato
126.500	0.250	A5		
126.500	0.250	E5		staccato
126.750	0.250	G5		
126.750	0.250	F#5		staccato
127.000	0.250	A5		
127.000	0.000	G5		
127.000	0.000	A5		
127.000	0.250	B5		staccato
127.250	0.250	F#5		staccato
127.500	0.250	A5		
127.500	0.250	E5		staccato
127.750	0.250	G5		
127.750	0.250	D#5		staccato
128.000	0.250	F#5		
128.000	0.500	E5		
128.500	0.125	B4		
128.625	0.125	A4		
128.750	0.125	G#4		
128.875	0.125	A4		
129.000	0.250	C5		staccato
129.250	0.250	rest		
129.500	0.125	D5		
129.625	0.125	C5		
129.750	0.125	B4		
129.875	0.125	C5		
130.000	0.250	E5		staccato
130.250	0.250	rest		
130.500	0.125	F5		
130.625	0.125	E5		
130.750	0.125	D#5		
130.875	0.125	E5		
131.000	0.125	B5		
131.125	0.125	A5		
131.250	0.125	G#5		
131.375	0.125	A5		
131.500	0.125	B5		
131.625	0.125	A5		
131.750	0.125	G#5		
131.875	0.125	A5		
132.000	0.500	C6		
132.500	0.250	A5		staccato
132.750	0.250	C6		staccato
133.000	0.000	G5		
133.000	0.000	A5		
133.000	0.250	B5		staccato
133.250	0.250	F#5		staccato
133.500	0.250	A5		
133.500	0.250	E5		staccato
133.750	0.250	G5		
133.750	0.250	F#5		staccato
134.000	0.250	A5		
134.000	0.000	G5		
134.000	0.000	A5		
134.000	0.250	B5		staccato
134.250	0.250	F#5		staccato
134.500	0.250	A5		
134.500	0.250	E5		staccato
134.750	0.250	G5		
134.750	0.250	F#5		staccato
135.000	0.250	A5		
135.000	0.000	G5		
135.000	0.000	A5		
135.000	0.250	B5		staccato
135.250	0.250	F#5		staccato
135.500	0.250	A5		
135.500	0.250	E5		staccato
135.750	0.250	G5		
135.750	0.250	D#5		staccato
136.000	0.250	F#5		
136.000	0.500	E5		
136.500	0.250	C5		staccato
136.750	0.250	E5		
136.750	0.250	D5		staccato
137.000	0.250	F5		
137.000	0.250	E5		staccato
137.250	0.250	G5		
137.250	0.250	E5		staccato
137.500	0.250	G5		
137.500	0.125	A5		
137.625	0.125	G5		
137.750	0.125	F5		
137.875	0.125	E5		
138.000	0.500	D5		
138.000	0.250	B4		
138.250	0.250	G4		
138.500	0.250	C5		staccato
138.750	0.250	E5		
138.750	0.250	D5		staccato
139.000	0.250	F5		
139.000	0.250	E5		staccato
139.250	0.250	G5		
139.250	0.250	E5		staccato
139.500	0.250	G5		
139.500	0.125	A5		
139.625	0.125	G5		
139.750	0.125	F5		
139.875	0.125	E5		
140.000	0.500	B4		
140.500	0.500	D5		
140.500	0.250	A4		staccato
140.750	0.250	C5		
140.750	0.250	B4		staccato
141.000	0.250	D5		
141.000	0.250	C5		staccato
141.250	0.250	E5		
141.250	0.250	C5		staccato
141.500	0.250	E5		
141.500	0.125	F5		
141.625	0.125	E5		
141.750	0.125	D5		
141.875	0.125	C5		
142.000	0.500	B4		
142.000	0.250	G#4		
142.250	0.250	E4		
142.500	0.250	A4		staccato
142.750	0.250	C5		
142.750	0.250	B4		staccato
143.000	0.250	D5		
143.000	0.250	C5		staccato
143.250	0.250	E5		
143.250	0.250	C5		staccato
143.500	0.250	E5		
143.500	0.125	F5		
143.625	0.125	E5		
143.750	0.125	D5		
143.875	0.125	C5		
144.000	0.500	G#4		
144.500	0.500	B4		
144.500	0.125	B4		
144.625	0.125	A4		
144.750	0.125	G#4		
144.875	0.125	A4		
145.000	0.250	C5		staccato
145.250	0.250	rest		
145.500	0.125	D5		
145.625	0.125	C5		
145.750	0.125	B4		
145.875	0.125	C5		
146.000	0.250	E5		staccato
146.250	0.250	rest		
146.500	0.125	F5		
146.625	0.125	E5		
146.750	0.125	D#5		
146.875	0.125	E5		
147.000	0.125	B5		
147.125	0.125	A5		
147.250	0.125	G#5		
147.375	0.125	A5		
147.500	0.125	B5		
147.625	0.125	A5		
147.750	0.125	G#5		
147.875	0.125	A5		
148.000	0.500	C6		
148.500	0.250	A5		staccato
148.750	0.250	B5		staccato
149.000	0.250	C6		staccato
149.250	0.250	B5		staccato
149.500	0.250	A5		staccato
149.750	0.250	G#5		staccato
150.000	0.250	A5		staccato
150.250	0.250	E5		staccato
150.500	0.250	F5		staccato
150.750	0.250	D5		staccato
151.000	0.500	C5		
151.500	0.375	B4		
151.500	0.062	C5		
151.562	0.062	B4		
151.625	0.062	C5		
151.688	0.062	B4		
151.750	0.062	C5		
151.812	0.062	B4		
151.875	0.062	A4		
151.938	0.062	B4		
152.000	0.500	A4		
152.500	0.250	C5		staccato
152.750	0.250	E5		
152.750	0.250	D5		staccato
153.000	0.250	F5		
153.000	0.250	E5		staccato
153.250	0.250	G5		
153.250	0.250	E5		staccato
153.500	0.250	G5		
153.500	0.125	A5		
153.625	0.125	G5		
153.750	0.125	F5		
153.875	0.125	E5		
