MusicXML Sağ El Transcript (RH only, repeat+volta+DC/DS/Coda, TS-based)
Generated UTC: 2025-09-18T06:25:18.152298+00:00
Linear measures: 2000
Events: 12235
Script version: 1.0.0
---
time_sec	dur_sec	pitches_sci	dyn	art
20.000	0.125	F5		
20.125	0.125	E5		
20.750	0.500	B4		
21.250	0.500	D5		
21.250	0.250	A4		staccato
21.500	0.250	C5		
21.500	0.250	B4		staccato
21.750	0.250	D5		
22.750	0.250	C5		staccato
23.000	0.250	E5		
23.000	0.250	C5		staccato
23.250	0.250	E5		
23.250	0.125	F5		
23.375	0.125	E5		
23.500	0.125	D5		
23.625	0.125	C5		
24.250	0.500	B4		
24.250	0.250	G#4		
24.500	0.250	E4		
24.750	0.250	A4		staccato
25.000	0.250	C5		
25.000	0.250	B4		staccato
25.250	0.250	D5		
25.750	0.250	C5		staccato
26.000	0.250	E5		
26.000	0.250	C5		staccato
26.250	0.250	E5		
26.250	0.125	F5		
26.375	0.125	E5		
26.500	0.125	D5		
26.625	0.125	C5		
27.250	0.500	G#4		
27.750	0.500	B4		
27.750	0.125	B4		
27.875	0.125	A4		
28.000	0.125	G#4		
28.125	0.125	A4		
28.750	0.250	C5		staccato
29.000	0.250	rest		
29.250	0.125	D5		
29.375	0.125	C5		
29.500	0.125	B4		
29.625	0.125	C5		
30.500	0.250	E5		staccato
30.750	0.250	rest		
31.000	0.125	F5		
31.125	0.125	E5		
31.250	0.125	D#5		
31.375	0.125	E5		
32.250	0.125	B5		
32.375	0.125	A5		
32.500	0.125	G#5		
32.625	0.125	A5		
32.750	0.125	B5		
32.875	0.125	A5		
33.000	0.125	G#5		
33.125	0.125	A5		
33.750	0.500	C6		
34.250	0.250	A5		staccato
34.500	0.250	B5		staccato
35.500	0.250	C6		staccato
35.750	0.250	B5		staccato
36.000	0.250	A5		staccato
36.250	0.250	G#5		staccato
37.000	0.250	A5		staccato
37.250	0.250	E5		staccato
37.500	0.250	F5		staccato
37.750	0.250	D5		staccato
38.500	0.500	C5		
39.000	0.375	B4		
39.000	0.062	C5		
39.062	0.062	B4		
39.125	0.062	C5		
39.188	0.062	B4		
39.250	0.062	C5		
39.312	0.062	B4		
39.375	0.062	A4		
39.438	0.062	B4		
40.500	0.500	A4		
41.500	0.250	C5		staccato
41.750	0.250	E5		
41.750	0.250	D5		staccato
42.000	0.250	F5		
42.500	0.250	E5		staccato
42.750	0.250	G5		
42.750	0.250	E5		staccato
43.000	0.250	G5		
43.000	0.125	A5		
43.125	0.125	G5		
43.250	0.125	F5		
43.375	0.125	E5		
44.000	0.500	D5		
44.000	0.250	B4		
44.250	0.250	G4		
44.500	0.250	C5		staccato
44.750	0.250	E5		
44.750	0.250	D5		staccato
45.000	0.250	F5		
45.500	0.250	E5		staccato
45.750	0.250	G5		
45.750	0.250	E5		staccato
46.000	0.250	G5		
46.000	0.125	A5		
46.125	0.125	G5		
46.250	0.125	F5		
46.375	0.125	E5		
47.000	0.500	B4		
47.500	0.500	D5		
47.500	0.250	A4		staccato
47.750	0.250	C5		
47.750	0.250	B4		staccato
48.000	0.250	D5		
49.000	0.250	C5		staccato
49.250	0.250	E5		
49.250	0.250	C5		staccato
49.500	0.250	E5		
49.500	0.125	F5		
49.625	0.125	E5		
49.750	0.125	D5		
49.875	0.125	C5		
50.500	0.500	B4		
50.500	0.250	G#4		
50.750	0.250	E4		
51.000	0.250	A4		staccato
51.250	0.250	C5		
51.250	0.250	B4		staccato
51.500	0.250	D5		
52.000	0.250	C5		staccato
52.250	0.250	E5		
52.250	0.250	C5		staccato
52.500	0.250	E5		
52.500	0.125	F5		
52.625	0.125	E5		
52.750	0.125	D5		
52.875	0.125	C5		
53.500	0.500	G#4		
54.000	0.500	B4		
54.000	0.125	B4		
54.125	0.125	A4		
54.250	0.125	G#4		
54.375	0.125	A4		
55.000	0.250	C5		staccato
55.250	0.250	rest		
55.500	0.125	D5		
55.625	0.125	C5		
55.750	0.125	B4		
55.875	0.125	C5		
56.750	0.250	E5		staccato
57.000	0.250	rest		
57.250	0.125	F5		
57.375	0.125	E5		
57.500	0.125	D#5		
57.625	0.125	E5		
58.500	0.125	B5		
58.625	0.125	A5		
58.750	0.125	G#5		
58.875	0.125	A5		
59.000	0.125	B5		
59.125	0.125	A5		
59.250	0.125	G#5		
59.375	0.125	A5		
60.000	0.500	C6		
60.500	0.250	A5		staccato
60.750	0.250	B5		staccato
61.750	0.250	C6		staccato
62.000	0.250	B5		staccato
62.250	0.250	A5		staccato
62.500	0.250	G#5		staccato
63.250	0.250	A5		staccato
63.500	0.250	E5		staccato
63.750	0.250	F5		staccato
64.000	0.250	D5		staccato
64.750	0.500	C5		
65.250	0.375	B4		
65.250	0.062	C5		
65.312	0.062	B4		
65.375	0.062	C5		
65.438	0.062	B4		
65.500	0.062	C5		
65.562	0.062	B4		
65.625	0.062	A4		
65.688	0.062	B4		
66.750	0.500	A4		
67.750	0.250	C5		staccato
68.000	0.250	E5		
68.000	0.250	D5		staccato
68.250	0.250	F5		
68.750	0.250	E5		staccato
69.000	0.250	G5		
69.000	0.250	E5		staccato
69.250	0.250	G5		
69.250	0.125	A5		
69.375	0.125	G5		
69.500	0.125	F5		
69.625	0.125	E5		
70.250	0.500	D5		
70.250	0.250	B4		
70.500	0.250	G4		
70.750	0.250	C5		staccato
71.000	0.250	E5		
71.000	0.250	D5		staccato
71.250	0.250	F5		
71.750	0.250	E5		staccato
72.000	0.250	G5		
72.000	0.250	E5		staccato
72.250	0.250	G5		
72.250	0.125	A5		
72.375	0.125	G5		
72.500	0.125	F5		
72.625	0.125	E5		
73.250	0.500	B4		
73.750	0.500	D5		
73.750	0.250	A4		staccato
74.000	0.250	C5		
74.000	0.250	B4		staccato
74.250	0.250	D5		
75.250	0.250	C5		staccato
75.500	0.250	E5		
75.500	0.250	C5		staccato
75.750	0.250	E5		
75.750	0.125	F5		
75.875	0.125	E5		
76.000	0.125	D5		
76.125	0.125	C5		
76.750	0.500	B4		
76.750	0.250	G#4		
77.000	0.250	E4		
77.250	0.250	A4		staccato
77.500	0.250	C5		
77.500	0.250	B4		staccato
77.750	0.250	D5		
78.250	0.250	C5		staccato
78.500	0.250	E5		
78.500	0.250	C5		staccato
78.750	0.250	E5		
78.750	0.125	F5		
78.875	0.125	E5		
79.000	0.125	D5		
79.125	0.125	C5		
79.750	0.500	G#4		
80.250	0.500	B4		
80.250	0.125	B4		
80.375	0.125	A4		
80.500	0.125	G#4		
80.625	0.125	A4		
81.250	0.250	C5		staccato
81.500	0.250	rest		
81.750	0.125	D5		
81.875	0.125	C5		
82.000	0.125	B4		
82.125	0.125	C5		
83.000	0.250	E5		staccato
83.250	0.250	rest		
83.500	0.125	F5		
83.625	0.125	E5		
83.750	0.125	D#5		
83.875	0.125	E5		
84.750	0.125	B5		
84.875	0.125	A5		
85.000	0.125	G#5		
85.125	0.125	A5		
85.250	0.125	B5		
85.375	0.125	A5		
85.500	0.125	G#5		
85.625	0.125	A5		
86.250	0.500	C6		
86.750	0.250	A5		staccato
87.000	0.250	B5		staccato
88.000	0.250	C6		staccato
88.250	0.250	B5		staccato
88.500	0.250	A5		staccato
88.750	0.250	G#5		staccato
89.500	0.250	A5		staccato
89.750	0.250	E5		staccato
90.000	0.250	F5		staccato
90.250	0.250	D5		staccato
91.000	0.500	C5		
91.500	0.375	B4		
91.500	0.062	C5		
91.562	0.062	B4		
91.625	0.062	C5		
91.688	0.062	B4		
91.750	0.062	C5		
91.812	0.062	B4		
91.875	0.062	A4		
91.938	0.062	B4		
93.000	0.500	A4		
94.000	0.250	C5		staccato
94.250	0.250	E5		
94.250	0.250	D5		staccato
94.500	0.250	F5		
95.000	0.250	E5		staccato
95.250	0.250	G5		
95.250	0.250	E5		staccato
95.500	0.250	G5		
95.500	0.125	A5		
95.625	0.125	G5		
95.750	0.125	F5		
95.875	0.125	E5		
96.500	0.500	D5		
96.500	0.250	B4		
96.750	0.250	G4		
97.000	0.250	C5		staccato
97.250	0.250	E5		
97.250	0.250	D5		staccato
97.500	0.250	F5		
98.000	0.250	E5		staccato
98.250	0.250	G5		
98.250	0.250	E5		staccato
98.500	0.250	G5		
98.500	0.125	A5		
98.625	0.125	G5		
98.750	0.125	F5		
98.875	0.125	E5		
99.500	0.500	B4		
100.000	0.500	D5		
100.000	0.250	A4		staccato
100.250	0.250	C5		
100.250	0.250	B4		staccato
100.500	0.250	D5		
101.500	0.250	C5		staccato
101.750	0.250	E5		
101.750	0.250	C5		staccato
102.000	0.250	E5		
102.000	0.125	F5		
102.125	0.125	E5		
102.250	0.125	D5		
102.375	0.125	C5		
103.000	0.500	B4		
103.000	0.250	G#4		
103.250	0.250	E4		
103.500	0.250	A4		staccato
103.750	0.250	C5		
103.750	0.250	B4		staccato
104.000	0.250	D5		
104.500	0.250	C5		staccato
104.750	0.250	E5		
104.750	0.250	C5		staccato
105.000	0.250	E5		
105.000	0.125	F5		
105.125	0.125	E5		
105.250	0.125	D5		
105.375	0.125	C5		
106.000	0.500	G#4		
106.500	0.500	B4		
106.500	0.125	B4		
106.625	0.125	A4		
106.750	0.125	G#4		
106.875	0.125	A4		
107.500	0.250	C5		staccato
107.750	0.250	rest		
108.000	0.125	D5		
108.125	0.125	C5		
108.250	0.125	B4		
108.375	0.125	C5		
109.250	0.250	E5		staccato
109.500	0.250	rest		
109.750	0.125	F5		
109.875	0.125	E5		
110.000	0.125	D#5		
110.125	0.125	E5		
111.000	0.125	B5		
111.125	0.125	A5		
111.250	0.125	G#5		
111.375	0.125	A5		
111.500	0.125	B5		
111.625	0.125	A5		
111.750	0.125	G#5		
111.875	0.125	A5		
112.500	0.500	C6		
113.000	0.250	A5		staccato
113.250	0.250	B5		staccato
114.250	0.250	C6		staccato
114.500	0.250	B5		staccato
114.750	0.250	A5		staccato
115.000	0.250	G#5		staccato
115.750	0.250	A5		staccato
116.000	0.250	E5		staccato
116.250	0.250	F5		staccato
116.500	0.250	D5		staccato
117.250	0.500	C5		
117.750	0.375	B4		
117.750	0.062	C5		
117.812	0.062	B4		
117.875	0.062	C5		
117.938	0.062	B4		
118.000	0.062	C5		
118.062	0.062	B4		
118.125	0.062	A4		
118.188	0.062	B4		
119.250	0.500	A4		
120.250	0.250	C5		staccato
120.500	0.250	E5		
120.500	0.250	D5		staccato
120.750	0.250	F5		
121.250	0.250	E5		staccato
121.500	0.250	G5		
121.500	0.250	E5		staccato
121.750	0.250	G5		
121.750	0.125	A5		
121.875	0.125	G5		
122.000	0.125	F5		
122.125	0.125	E5		
122.750	0.500	D5		
122.750	0.250	B4		
123.000	0.250	G4		
123.250	0.250	C5		staccato
123.500	0.250	E5		
123.500	0.250	D5		staccato
123.750	0.250	F5		
124.250	0.250	E5		staccato
124.500	0.250	G5		
124.500	0.250	E5		staccato
124.750	0.250	G5		
124.750	0.125	A5		
124.875	0.125	G5		
125.000	0.125	F5		
125.125	0.125	E5		
125.750	0.500	B4		
126.250	0.500	D5		
126.250	0.250	A4		staccato
126.500	0.250	C5		
126.500	0.250	B4		staccato
126.750	0.250	D5		
127.750	0.250	C5		staccato
128.000	0.250	E5		
128.000	0.250	C5		staccato
128.250	0.250	E5		
128.250	0.125	F5		
128.375	0.125	E5		
128.500	0.125	D5		
128.625	0.125	C5		
129.250	0.500	B4		
129.250	0.250	G#4		
129.500	0.250	E4		
129.750	0.250	A4		staccato
130.000	0.250	C5		
130.000	0.250	B4		staccato
130.250	0.250	D5		
130.750	0.250	C5		staccato
131.000	0.250	E5		
131.000	0.250	C5		staccato
131.250	0.250	E5		
131.250	0.125	F5		
131.375	0.125	E5		
131.500	0.125	D5		
131.625	0.125	C5		
132.250	0.500	G#4		
132.750	0.500	B4		
132.750	0.125	B4		
132.875	0.125	A4		
133.000	0.125	G#4		
133.125	0.125	A4		
133.750	0.250	C5		staccato
134.000	0.250	rest		
134.250	0.125	D5		
134.375	0.125	C5		
134.500	0.125	B4		
134.625	0.125	C5		
135.500	0.250	E5		staccato
135.750	0.250	rest		
136.000	0.125	F5		
136.125	0.125	E5		
136.250	0.125	D#5		
136.375	0.125	E5		
137.250	0.125	B5		
137.375	0.125	A5		
137.500	0.125	G#5		
137.625	0.125	A5		
137.750	0.125	B5		
137.875	0.125	A5		
138.000	0.125	G#5		
138.125	0.125	A5		
138.750	0.500	C6		
139.250	0.250	A5		staccato
139.500	0.250	B5		staccato
140.500	0.250	C6		staccato
140.750	0.250	B5		staccato
141.000	0.250	A5		staccato
141.250	0.250	G#5		staccato
142.000	0.250	A5		staccato
142.250	0.250	E5		staccato
142.500	0.250	F5		staccato
142.750	0.250	D5		staccato
143.500	0.500	C5		
144.000	0.375	B4		
144.000	0.062	C5		
144.062	0.062	B4		
144.125	0.062	C5		
144.188	0.062	B4		
144.250	0.062	C5		
144.312	0.062	B4		
144.375	0.062	A4		
144.438	0.062	B4		
145.500	0.500	A4		
146.500	0.250	C5		staccato
146.750	0.250	E5		
146.750	0.250	D5		staccato
147.000	0.250	F5		
147.500	0.250	E5		staccato
147.750	0.250	G5		
147.750	0.250	E5		staccato
148.000	0.250	G5		
148.000	0.125	A5		
148.125	0.125	G5		
148.250	0.125	F5		
148.375	0.125	E5		
149.000	0.500	D5		
149.000	0.250	B4		
149.250	0.250	G4		
149.500	0.250	C5		staccato
149.750	0.250	E5		
149.750	0.250	D5		staccato
150.000	0.250	F5		
150.500	0.250	E5		staccato
150.750	0.250	G5		
150.750	0.250	E5		staccato
151.000	0.250	G5		
151.000	0.125	A5		
151.125	0.125	G5		
151.250	0.125	F5		
151.375	0.125	E5		
152.000	0.500	B4		
152.500	0.500	D5		
152.500	0.250	A4		staccato
152.750	0.250	C5		
152.750	0.250	B4		staccato
153.000	0.250	D5		
154.000	0.250	C5		staccato
154.250	0.250	E5		
154.250	0.250	C5		staccato
154.500	0.250	E5		
154.500	0.125	F5		
154.625	0.125	E5		
154.750	0.125	D5		
154.875	0.125	C5		
155.500	0.500	B4		
155.500	0.250	G#4		
155.750	0.250	E4		
156.000	0.250	A4		staccato
156.250	0.250	C5		
156.250	0.250	B4		staccato
156.500	0.250	D5		
157.000	0.250	C5		staccato
157.250	0.250	E5		
157.250	0.250	C5		staccato
157.500	0.250	E5		
157.500	0.125	F5		
157.625	0.125	E5		
157.750	0.125	D5		
157.875	0.125	C5		
158.500	0.500	G#4		
159.000	0.500	B4		
159.000	0.125	B4		
159.125	0.125	A4		
159.250	0.125	G#4		
159.375	0.125	A4		
160.000	0.250	C5		staccato
160.250	0.250	rest		
160.500	0.125	D5		
160.625	0.125	C5		
160.750	0.125	B4		
160.875	0.125	C5		
161.750	0.250	E5		staccato
162.000	0.250	rest		
162.250	0.125	F5		
162.375	0.125	E5		
162.500	0.125	D#5		
162.625	0.125	E5		
163.500	0.125	B5		
163.625	0.125	A5		
163.750	0.125	G#5		
163.875	0.125	A5		
164.000	0.125	B5		
164.125	0.125	A5		
164.250	0.125	G#5		
164.375	0.125	A5		
165.000	0.500	C6		
165.500	0.250	A5		staccato
165.750	0.250	B5		staccato
166.750	0.250	C6		staccato
167.000	0.250	B5		staccato
167.250	0.250	A5		staccato
167.500	0.250	G#5		staccato
168.250	0.250	A5		staccato
168.500	0.250	E5		staccato
168.750	0.250	F5		staccato
169.000	0.250	D5		staccato
169.750	0.500	C5		
170.250	0.375	B4		
170.250	0.062	C5		
170.312	0.062	B4		
170.375	0.062	C5		
170.438	0.062	B4		
170.500	0.062	C5		
170.562	0.062	B4		
170.625	0.062	A4		
170.688	0.062	B4		
171.750	0.500	A4		
172.750	0.250	C5		staccato
173.000	0.250	E5		
173.000	0.250	D5		staccato
173.250	0.250	F5		
173.750	0.250	E5		staccato
174.000	0.250	G5		
174.000	0.250	E5		staccato
174.250	0.250	G5		
174.250	0.125	A5		
174.375	0.125	G5		
174.500	0.125	F5		
174.625	0.125	E5		
175.250	0.500	D5		
175.250	0.250	B4		
175.500	0.250	G4		
175.750	0.250	C5		staccato
176.000	0.250	E5		
176.000	0.250	D5		staccato
176.250	0.250	F5		
176.750	0.250	E5		staccato
177.000	0.250	G5		
177.000	0.250	E5		staccato
177.250	0.250	G5		
177.250	0.125	A5		
177.375	0.125	G5		
177.500	0.125	F5		
177.625	0.125	E5		
178.250	0.500	B4		
178.750	0.500	D5		
178.750	0.250	A4		staccato
179.000	0.250	C5		
179.000	0.250	B4		staccato
179.250	0.250	D5		
180.250	0.250	C5		staccato
180.500	0.250	E5		
180.500	0.250	C5		staccato
180.750	0.250	E5		
180.750	0.125	F5		
180.875	0.125	E5		
181.000	0.125	D5		
181.125	0.125	C5		
181.750	0.500	B4		
181.750	0.250	G#4		
182.000	0.250	E4		
182.250	0.250	A4		staccato
182.500	0.250	C5		
182.500	0.250	B4		staccato
182.750	0.250	D5		
183.250	0.250	C5		staccato
183.500	0.250	E5		
183.500	0.250	C5		staccato
183.750	0.250	E5		
183.750	0.125	F5		
183.875	0.125	E5		
184.000	0.125	D5		
184.125	0.125	C5		
184.750	0.500	G#4		
185.250	0.500	B4		
185.250	0.125	B4		
185.375	0.125	A4		
185.500	0.125	G#4		
185.625	0.125	A4		
186.250	0.250	C5		staccato
186.500	0.250	rest		
186.750	0.125	D5		
186.875	0.125	C5		
187.000	0.125	B4		
187.125	0.125	C5		
188.000	0.250	E5		staccato
188.250	0.250	rest		
188.500	0.125	F5		
188.625	0.125	E5		
188.750	0.125	D#5		
188.875	0.125	E5		
189.750	0.125	B5		
189.875	0.125	A5		
190.000	0.125	G#5		
190.125	0.125	A5		
190.250	0.125	B5		
190.375	0.125	A5		
190.500	0.125	G#5		
190.625	0.125	A5		
191.250	0.500	C6		
191.750	0.250	A5		staccato
192.000	0.250	B5		staccato
193.000	0.250	C6		staccato
193.250	0.250	B5		staccato
193.500	0.250	A5		staccato
193.750	0.250	G#5		staccato
194.500	0.250	A5		staccato
194.750	0.250	E5		staccato
195.000	0.250	F5		staccato
195.250	0.250	D5		staccato
196.000	0.500	C5		
196.500	0.375	B4		
196.500	0.062	C5		
196.562	0.062	B4		
196.625	0.062	C5		
196.688	0.062	B4		
196.750	0.062	C5		
196.812	0.062	B4		
196.875	0.062	A4		
196.938	0.062	B4		
198.000	0.500	A4		
199.000	0.250	C5		staccato
199.250	0.250	E5		
199.250	0.250	D5		staccato
199.500	0.250	F5		
200.000	0.250	E5		staccato
200.250	0.250	G5		
200.250	0.250	E5		staccato
200.500	0.250	G5		
200.500	0.125	A5		
200.625	0.125	G5		
200.750	0.125	F5		
200.875	0.125	E5		
201.500	0.500	D5		
201.500	0.250	B4		
201.750	0.250	G4		
202.000	0.250	C5		staccato
202.250	0.250	E5		
202.250	0.250	D5		staccato
202.500	0.250	F5		
203.000	0.250	E5		staccato
203.250	0.250	G5		
203.250	0.250	E5		staccato
203.500	0.250	G5		
203.500	0.125	A5		
203.625	0.125	G5		
203.750	0.125	F5		
203.875	0.125	E5		
204.500	0.500	B4		
205.000	0.500	D5		
205.000	0.250	A4		staccato
205.250	0.250	C5		
205.250	0.250	B4		staccato
205.500	0.250	D5		
206.500	0.250	C5		staccato
206.750	0.250	E5		
206.750	0.250	C5		staccato
207.000	0.250	E5		
207.000	0.125	F5		
207.125	0.125	E5		
207.250	0.125	D5		
207.375	0.125	C5		
208.000	0.500	B4		
208.000	0.250	G#4		
208.250	0.250	E4		
208.500	0.250	A4		staccato
208.750	0.250	C5		
208.750	0.250	B4		staccato
209.000	0.250	D5		
209.500	0.250	C5		staccato
209.750	0.250	E5		
209.750	0.250	C5		staccato
210.000	0.250	E5		
210.000	0.125	F5		
210.125	0.125	E5		
210.250	0.125	D5		
210.375	0.125	C5		
211.000	0.500	G#4		
211.500	0.500	B4		
211.500	0.125	B4		
211.625	0.125	A4		
211.750	0.125	G#4		
211.875	0.125	A4		
212.500	0.250	C5		staccato
212.750	0.250	rest		
213.000	0.125	D5		
213.125	0.125	C5		
213.250	0.125	B4		
213.375	0.125	C5		
214.250	0.250	E5		staccato
214.500	0.250	rest		
214.750	0.125	F5		
214.875	0.125	E5		
215.000	0.125	D#5		
215.125	0.125	E5		
216.000	0.125	B5		
216.125	0.125	A5		
216.250	0.125	G#5		
216.375	0.125	A5		
216.500	0.125	B5		
216.625	0.125	A5		
216.750	0.125	G#5		
216.875	0.125	A5		
217.500	0.500	C6		
218.000	0.250	A5		staccato
218.250	0.250	B5		staccato
219.250	0.250	C6		staccato
219.500	0.250	B5		staccato
219.750	0.250	A5		staccato
220.000	0.250	G#5		staccato
220.750	0.250	A5		staccato
221.000	0.250	E5		staccato
221.250	0.250	F5		staccato
221.500	0.250	D5		staccato
222.250	0.500	C5		
222.750	0.375	B4		
222.750	0.062	C5		
222.812	0.062	B4		
222.875	0.062	C5		
222.938	0.062	B4		
223.000	0.062	C5		
223.062	0.062	B4		
223.125	0.062	A4		
223.188	0.062	B4		
224.250	0.500	A4		
225.250	0.250	C5		staccato
225.500	0.250	E5		
225.500	0.250	D5		staccato
225.750	0.250	F5		
226.250	0.250	E5		staccato
226.500	0.250	G5		
226.500	0.250	E5		staccato
226.750	0.250	G5		
226.750	0.125	A5		
226.875	0.125	G5		
227.000	0.125	F5		
227.125	0.125	E5		
227.750	0.500	D5		
227.750	0.250	B4		
228.000	0.250	G4		
228.250	0.250	C5		staccato
228.500	0.250	E5		
228.500	0.250	D5		staccato
228.750	0.250	F5		
229.250	0.250	E5		staccato
229.500	0.250	G5		
229.500	0.250	E5		staccato
229.750	0.250	G5		
229.750	0.125	A5		
229.875	0.125	G5		
230.000	0.125	F5		
230.125	0.125	E5		
230.750	0.500	B4		
231.250	0.500	D5		
231.250	0.250	A4		staccato
231.500	0.250	C5		
231.500	0.250	B4		staccato
231.750	0.250	D5		
232.750	0.250	C5		staccato
233.000	0.250	E5		
233.000	0.250	C5		staccato
233.250	0.250	E5		
233.250	0.125	F5		
233.375	0.125	E5		
233.500	0.125	D5		
233.625	0.125	C5		
234.250	0.500	B4		
234.250	0.250	G#4		
234.500	0.250	E4		
234.750	0.250	A4		staccato
235.000	0.250	C5		
235.000	0.250	B4		staccato
235.250	0.250	D5		
235.750	0.250	C5		staccato
236.000	0.250	E5		
236.000	0.250	C5		staccato
236.250	0.250	E5		
236.250	0.125	F5		
236.375	0.125	E5		
236.500	0.125	D5		
236.625	0.125	C5		
237.250	0.500	G#4		
237.750	0.500	B4		
237.750	0.125	B4		
237.875	0.125	A4		
238.000	0.125	G#4		
238.125	0.125	A4		
238.750	0.250	C5		staccato
239.000	0.250	rest		
239.250	0.125	D5		
239.375	0.125	C5		
239.500	0.125	B4		
239.625	0.125	C5		
240.500	0.250	E5		staccato
240.750	0.250	rest		
241.000	0.125	F5		
241.125	0.125	E5		
241.250	0.125	D#5		
241.375	0.125	E5		
242.250	0.125	B5		
242.375	0.125	A5		
242.500	0.125	G#5		
242.625	0.125	A5		
242.750	0.125	B5		
242.875	0.125	A5		
243.000	0.125	G#5		
243.125	0.125	A5		
243.750	0.500	C6		
244.250	0.250	A5		staccato
244.500	0.250	B5		staccato
245.500	0.250	C6		staccato
245.750	0.250	B5		staccato
246.000	0.250	A5		staccato
246.250	0.250	G#5		staccato
247.000	0.250	A5		staccato
247.250	0.250	E5		staccato
247.500	0.250	F5		staccato
247.750	0.250	D5		staccato
248.500	0.500	C5		
249.000	0.375	B4		
249.000	0.062	C5		
249.062	0.062	B4		
249.125	0.062	C5		
249.188	0.062	B4		
249.250	0.062	C5		
249.312	0.062	B4		
249.375	0.062	A4		
249.438	0.062	B4		
250.500	0.500	A4		
251.500	0.250	C5		staccato
251.750	0.250	E5		
251.750	0.250	D5		staccato
252.000	0.250	F5		
252.500	0.250	E5		staccato
252.750	0.250	G5		
252.750	0.250	E5		staccato
253.000	0.250	G5		
253.000	0.125	A5		
253.125	0.125	G5		
253.250	0.125	F5		
253.375	0.125	E5		
254.000	0.500	D5		
254.000	0.250	B4		
254.250	0.250	G4		
254.500	0.250	C5		staccato
254.750	0.250	E5		
254.750	0.250	D5		staccato
255.000	0.250	F5		
255.500	0.250	E5		staccato
255.750	0.250	G5		
255.750	0.250	E5		staccato
256.000	0.250	G5		
256.000	0.125	A5		
256.125	0.125	G5		
256.250	0.125	F5		
256.375	0.125	E5		
257.000	0.500	B4		
257.500	0.500	D5		
257.500	0.250	A4		staccato
257.750	0.250	C5		
257.750	0.250	B4		staccato
258.000	0.250	D5		
259.000	0.250	C5		staccato
259.250	0.250	E5		
259.250	0.250	C5		staccato
259.500	0.250	E5		
259.500	0.125	F5		
259.625	0.125	E5		
259.750	0.125	D5		
259.875	0.125	C5		
260.500	0.500	B4		
260.500	0.250	G#4		
260.750	0.250	E4		
261.000	0.250	A4		staccato
261.250	0.250	C5		
261.250	0.250	B4		staccato
261.500	0.250	D5		
262.000	0.250	C5		staccato
262.250	0.250	E5		
262.250	0.250	C5		staccato
262.500	0.250	E5		
262.500	0.125	F5		
262.625	0.125	E5		
262.750	0.125	D5		
262.875	0.125	C5		
263.500	0.500	G#4		
264.000	0.500	B4		
264.000	0.125	B4		
264.125	0.125	A4		
264.250	0.125	G#4		
264.375	0.125	A4		
265.000	0.250	C5		staccato
265.250	0.250	rest		
265.500	0.125	D5		
265.625	0.125	C5		
265.750	0.125	B4		
265.875	0.125	C5		
266.750	0.250	E5		staccato
267.000	0.250	rest		
267.250	0.125	F5		
267.375	0.125	E5		
267.500	0.125	D#5		
267.625	0.125	E5		
268.500	0.125	B5		
268.625	0.125	A5		
