MusicXML Sağ El Transcript (RH only, repeat+volta+DC/DS/Coda, TS-based)
Generated UTC: 2025-09-29T15:41:19.308830+00:00
Linear measures: 55
Events: 658
Script version: 1.2.2
---
time_sec	dur_sec	pitches_sci	dyn	art
78.000	0.100	D6		
78.000	0.200	A5		
78.200	0.200	C#6		
78.200	0.200	G5		staccato
78.400	0.200	B5		
78.400	0.200	G5		
78.600	0.200	B5		
78.600	0.200	F#5		
78.800	0.200	A5		
78.800	0.200	D5		
79.000	0.200	F#5		
79.000	0.200	F#5		
79.200	0.200	A5		
79.200	0.200	F#5		
79.400	0.200	A5		
79.400	0.200	E5		
79.600	0.200	G5		
79.600	0.200	D5		
79.800	0.200	F#5		
79.800	0.200	C#5		
80.000	0.200	E5		
80.000	0.200	D5		
80.200	0.200	A4		
80.400	0.200	B4		
80.600	0.200	C#5		
80.800	0.200	D5		
81.000	0.200	D5		
81.200	0.200	E5		
81.400	0.100	D5		
81.500	0.100	E5		
81.600	0.200	F#5		
81.800	0.200	C#5		
82.000	0.200	D5		
82.200	0.200	E5		
82.400	0.200	F#5		
82.600	0.200	F#5		
82.800	0.200	G5		
83.000	0.100	F#5		
83.100	0.100	G5		
83.200	0.200	A5		
83.400	0.200	A5		
83.600	0.200	A#5		
83.800	0.200	G#5		
84.000	0.200	A#5		
84.200	0.200	B5		
84.400	0.400	rest		
84.800	0.600	E4		
85.400	0.600	B4		
85.400	0.200	E4		
85.600	0.200	E5		
85.600	0.200	D5		
85.800	0.200	C#5		
86.000	0.200	D4		
86.200	0.200	B4		
86.200	0.200	C#4		
86.400	0.200	A4		
86.400	0.200	D4		
86.600	0.200	D5		
86.600	0.200	rest		
86.800	0.200	A4		
87.000	0.200	F#5		
87.000	0.200	rest		
87.200	0.200	F#4		
87.400	0.200	D5		
87.400	0.200	rest		
87.600	0.400	rest		
