MusicXML Sağ El Transcript (RH only, repeat+volta+DC/DS/Coda, TS-based)
Generated UTC: 2025-09-18T08:38:45.124169+00:00
Linear measures: 241
Events: 1571
Script version: 1.2.2
---
time_sec	dur_sec	pitches_sci	dyn	art
13.250	0.250	C6		staccato
13.500	0.000	G5		
13.500	0.000	A5		
13.500	0.250	B5		staccato
13.750	0.250	F#5		staccato
14.000	0.250	A5		
14.000	0.250	E5		staccato
14.250	0.250	G5		
14.250	0.250	F#5		staccato
14.500	0.250	A5		
14.500	0.000	G5		
14.500	0.000	A5		
14.500	0.250	B5		staccato
14.750	0.250	F#5		staccato
15.000	0.250	A5		
15.000	0.250	E5		staccato
15.250	0.250	G5		
15.250	0.250	F#5		staccato
15.500	0.250	A5		
15.500	0.000	G5		
15.500	0.000	A5		
15.500	0.250	B5		staccato
15.750	0.250	F#5		staccato
16.000	0.250	A5		
16.000	0.250	E5		staccato
16.250	0.250	G5		
16.250	0.250	D#5		staccato
16.500	0.250	F#5		
16.500	0.500	E5		
17.000	0.250	C5		staccato
17.250	0.250	E5		
17.250	0.250	D5		staccato
17.500	0.250	F5		
17.500	0.250	E5		staccato
17.750	0.250	G5		
17.750	0.250	E5		staccato
18.000	0.250	G5		
18.000	0.125	A5		
18.125	0.125	G5		
18.250	0.125	F5		
18.375	0.125	E5		
18.500	0.500	D5		
18.500	0.250	B4		
18.750	0.250	G4		
19.000	0.250	C5		staccato
19.250	0.250	E5		
19.250	0.250	D5		staccato
19.500	0.250	F5		
19.500	0.250	E5		staccato
19.750	0.250	G5		
19.750	0.250	E5		staccato
20.000	0.250	G5		
20.000	0.125	A5		
20.125	0.125	G5		
20.250	0.125	F5		
20.375	0.125	E5		
20.500	0.500	B4		
21.000	0.500	D5		
21.000	0.250	A4		staccato
21.250	0.250	C5		
21.250	0.250	B4		staccato
21.500	0.250	D5		
21.500	0.250	C5		staccato
21.750	0.250	E5		
21.750	0.250	C5		staccato
22.000	0.250	E5		
22.000	0.125	F5		
22.125	0.125	E5		
22.250	0.125	D5		
22.375	0.125	C5		
22.500	0.500	B4		
22.500	0.250	G#4		
22.750	0.250	E4		
23.000	0.250	A4		staccato
23.250	0.250	C5		
23.250	0.250	B4		staccato
23.500	0.250	D5		
23.500	0.250	C5		staccato
23.750	0.250	E5		
23.750	0.250	C5		staccato
24.000	0.250	E5		
24.000	0.125	F5		
24.125	0.125	E5		
24.250	0.125	D5		
24.375	0.125	C5		
24.500	0.500	G#4		
25.000	0.500	B4		
25.000	0.125	B4		
25.125	0.125	A4		
25.250	0.125	G#4		
25.375	0.125	A4		
25.500	0.250	C5		staccato
25.750	0.250	rest		
26.000	0.125	D5		
26.125	0.125	C5		
26.250	0.125	B4		
26.375	0.125	C5		
26.500	0.250	E5		staccato
26.750	0.250	rest		
27.000	0.125	F5		
27.125	0.125	E5		
27.250	0.125	D#5		
27.375	0.125	E5		
27.500	0.125	B5		
27.625	0.125	A5		
27.750	0.125	G#5		
27.875	0.125	A5		
28.000	0.125	B5		
28.125	0.125	A5		
28.250	0.125	G#5		
28.375	0.125	A5		
28.500	0.500	C6		
29.000	0.250	A5		staccato
29.250	0.250	B5		staccato
29.500	0.250	C6		staccato
29.750	0.250	B5		staccato
30.000	0.250	A5		staccato
30.250	0.250	G#5		staccato
30.500	0.250	A5		staccato
30.750	0.250	E5		staccato
31.000	0.250	F5		staccato
31.250	0.250	D5		staccato
31.500	0.500	C5		
32.000	0.375	B4		
32.000	0.062	C5		
32.062	0.062	B4		
32.125	0.062	C5		
32.188	0.062	B4		
32.250	0.062	C5		
32.312	0.062	B4		
32.375	0.062	A4		
32.438	0.062	B4		
32.500	0.500	A4		
33.000	0.250	C5		staccato
33.250	0.250	E5		
33.250	0.250	D5		staccato
33.500	0.250	F5		
33.500	0.250	E5		staccato
33.750	0.250	G5		
33.750	0.250	E5		staccato
34.000	0.250	G5		
34.000	0.125	A5		
34.125	0.125	G5		
34.250	0.125	F5		
34.375	0.125	E5		
34.500	0.500	D5		
34.500	0.250	B4		
34.750	0.250	G4		
35.000	0.250	C5		staccato
35.250	0.250	E5		
35.250	0.250	D5		staccato
35.500	0.250	F5		
35.500	0.250	E5		staccato
35.750	0.250	G5		
35.750	0.250	E5		staccato
36.000	0.250	G5		
36.000	0.125	A5		
36.125	0.125	G5		
36.250	0.125	F5		
36.375	0.125	E5		
36.500	0.500	B4		
37.000	0.500	D5		
37.000	0.250	A4		staccato
37.250	0.250	C5		
37.250	0.250	B4		staccato
37.500	0.250	D5		
37.500	0.250	C5		staccato
37.750	0.250	E5		
37.750	0.250	C5		staccato
38.000	0.250	E5		
38.000	0.125	F5		
38.125	0.125	E5		
38.250	0.125	D5		
38.375	0.125	C5		
38.500	0.500	B4		
38.500	0.250	G#4		
38.750	0.250	E4		
39.000	0.250	A4		staccato
39.250	0.250	C5		
39.250	0.250	B4		staccato
39.500	0.250	D5		
39.500	0.250	C5		staccato
39.750	0.250	E5		
39.750	0.250	C5		staccato
40.000	0.250	E5		
40.000	0.125	F5		
40.125	0.125	E5		
40.250	0.125	D5		
40.375	0.125	C5		
40.500	0.500	G#4		
41.000	0.500	B4		
41.000	0.125	B4		
41.125	0.125	A4		
41.250	0.125	G#4		
41.375	0.125	A4		
41.500	0.250	C5		staccato
41.750	0.250	rest		
42.000	0.125	D5		
42.125	0.125	C5		
42.250	0.125	B4		
42.375	0.125	C5		
42.500	0.250	E5		staccato
42.750	0.250	rest		
43.000	0.125	F5		
43.125	0.125	E5		
43.250	0.125	D#5		
43.375	0.125	E5		
43.500	0.125	B5		
43.625	0.125	A5		
43.750	0.125	G#5		
43.875	0.125	A5		
44.000	0.125	B5		
44.125	0.125	A5		
44.250	0.125	G#5		
44.375	0.125	A5		
44.500	0.500	C6		
45.000	0.250	A5		staccato
45.250	0.250	B5		staccato
45.500	0.250	C6		staccato
45.750	0.250	B5		staccato
46.000	0.250	A5		staccato
46.250	0.250	G#5		staccato
46.500	0.250	A5		staccato
46.750	0.250	E5		staccato
47.000	0.250	F5		staccato
47.250	0.250	D5		staccato
47.500	0.500	C5		
48.000	0.375	B4		
48.000	0.062	C5		
48.062	0.062	B4		
48.125	0.062	C5		
48.188	0.062	B4		
48.250	0.062	C5		
48.312	0.062	B4		
48.375	0.062	A4		
48.438	0.062	B4		
48.500	0.500	A4		
49.000	0.250	A4		
49.250	0.250	A5		
49.250	0.250	B4		
49.500	0.250	B5		
49.500	0.500	C#5		
50.000	0.500	C#6		
50.000	0.250	A4		
50.250	0.250	A5		
50.250	0.250	B4		
50.500	0.250	B5		
50.500	0.250	C#5		
50.750	0.250	C#6		
50.750	0.250	B4		
51.000	0.250	B5		
51.000	0.250	A4		
51.250	0.250	A5		
51.250	0.250	G#4		
51.500	0.250	G#5		
51.500	0.250	F#4		
51.750	0.250	F#5		
51.750	0.250	G#4		
52.000	0.250	G#5		
52.000	0.250	A4		
52.250	0.250	A5		
52.250	0.250	B4		
52.500	0.250	B5		
52.500	0.250	G#4		
52.750	0.250	G#5		
52.750	0.250	E4		
53.000	0.250	E5		
53.000	0.250	A4		
53.250	0.250	A5		
53.250	0.250	B4		
53.500	0.250	B5		
53.500	0.500	C#5		
54.000	0.500	C#6		
54.000	0.250	A4		
54.250	0.250	A5		
54.250	0.250	B4		
54.500	0.250	B5		
54.500	0.250	C#5		
54.750	0.250	C#6		
54.750	0.250	B4		
55.000	0.250	B5		
55.000	0.250	A4		
55.250	0.250	A5		
55.250	0.250	G#4		
55.500	0.250	G#5		
55.500	0.250	F#4		
55.750	0.250	F#5		
55.750	0.250	B4		
56.000	0.250	B5		
56.000	0.250	G#4		
56.250	0.250	G#5		
56.250	0.250	E4		
56.500	0.250	E5		
56.500	0.500	A4		
57.000	0.500	A5		
57.000	0.250	A4		
57.250	0.250	A5		
57.250	0.250	B4		
57.500	0.250	B5		
57.500	0.500	C#5		
58.000	0.500	C#6		
58.000	0.250	A4		
58.250	0.250	A5		
58.250	0.250	B4		
58.500	0.250	B5		
58.500	0.250	C#5		
58.750	0.250	C#6		
58.750	0.250	B4		
59.000	0.250	B5		
59.000	0.250	A4		
59.250	0.250	A5		
59.250	0.250	G#4		
59.500	0.250	G#5		
59.500	0.250	F#4		
59.750	0.250	F#5		
59.750	0.250	G#4		
60.000	0.250	G#5		
60.000	0.250	A4		
60.250	0.250	A5		
60.250	0.250	B4		
60.500	0.250	B5		
60.500	0.250	G#4		
60.750	0.250	G#5		
60.750	0.250	E4		
61.000	0.250	E5		
61.000	0.250	A4		
61.250	0.250	A5		
61.250	0.250	B4		
61.500	0.250	B5		
61.500	0.500	C#5		
62.000	0.500	C#6		
62.000	0.250	A4		
62.250	0.250	A5		
62.250	0.250	B4		
62.500	0.250	B5		
62.500	0.250	C#5		
62.750	0.250	C#6		
62.750	0.250	B4		
63.000	0.250	B5		
63.000	0.250	A4		
63.250	0.250	A5		
63.250	0.250	G#4		
63.500	0.250	G#5		
63.500	0.250	F#4		
63.750	0.250	F#5		
63.750	0.250	B4		
64.000	0.250	B5		
64.000	0.250	G#4		
64.250	0.250	G#5		
64.250	0.250	E4		
64.500	0.250	E5		
64.500	0.500	A4		
65.000	0.500	A5		
65.000	0.125	C#6		
65.125	0.125	D6		
65.250	0.125	C#6		
65.375	0.125	B5		
65.500	0.125	A5		
65.625	0.125	B5		
65.750	0.125	A5		
65.875	0.125	G#5		
66.000	0.125	F#5		
66.125	0.125	A5		
66.250	0.125	G#5		
66.375	0.125	F#5		
66.500	0.125	E#5		
66.625	0.125	F#5		
66.750	0.125	G#5		
66.875	0.125	E#5		
67.000	0.125	C#5		
67.125	0.125	D#5		
67.250	0.125	E#5		
67.375	0.125	C#5		
67.500	0.125	F#5		
67.625	0.125	E#5		
67.750	0.125	F#5		
67.875	0.125	G#5		
68.000	0.125	A5		
68.125	0.125	G#5		
68.250	0.125	A5		
68.375	0.125	B5		
68.500	0.125	C#6		
68.625	0.125	B#5		
68.750	0.125	C#6		
68.875	0.125	B#5		
69.000	0.125	C#6		
69.125	0.125	D6		
69.250	0.125	C#6		
69.375	0.125	B5		
69.500	0.125	A5		
69.625	0.125	B5		
69.750	0.125	A5		
69.875	0.125	G#5		
70.000	0.125	F#5		
70.125	0.125	A5		
70.250	0.125	G#5		
70.375	0.125	F#5		
70.500	0.125	E5		
70.625	0.125	F#5		
70.750	0.125	G#5		
70.875	0.125	E5		
71.000	0.125	C#5		
71.125	0.125	D#5		
71.250	0.125	E5		
71.375	0.125	C#5		
71.500	0.125	D#5		
71.625	0.125	E5		
71.750	0.125	F#5		
71.875	0.125	D#5		
72.000	0.125	B#4		
72.125	0.125	C#5		
72.250	0.125	D#5		
72.375	0.125	B#4		
72.500	0.500	C#5		
73.000	0.125	C#6		
73.125	0.125	D6		
73.250	0.125	C#6		
73.375	0.125	B5		
73.500	0.125	A5		
73.625	0.125	B5		
73.750	0.125	A5		
73.875	0.125	G#5		
74.000	0.125	F#5		
74.125	0.125	A5		
74.250	0.125	G#5		
74.375	0.125	F#5		
74.500	0.125	E#5		
74.625	0.125	F#5		
74.750	0.125	G#5		
74.875	0.125	E#5		
75.000	0.125	C#5		
75.125	0.125	D#5		
75.250	0.125	E#5		
75.375	0.125	C#5		
75.500	0.125	F#5		
75.625	0.125	E#5		
75.750	0.125	F#5		
75.875	0.125	G#5		
76.000	0.125	A5		
76.125	0.125	G#5		
76.250	0.125	A5		
76.375	0.125	B5		
76.500	0.125	C#6		
76.625	0.125	B#5		
76.750	0.125	C#6		
76.875	0.125	B#5		
77.000	0.125	C#6		
77.125	0.125	D6		
77.250	0.125	C#6		
77.375	0.125	B5		
77.500	0.125	A5		
77.625	0.125	B5		
77.750	0.125	A5		
77.875	0.125	G#5		
78.000	0.125	F#5		
78.125	0.125	A5		
78.250	0.125	G#5		
78.375	0.125	F#5		
78.500	0.125	E5		
78.625	0.125	F#5		
78.750	0.125	G#5		
78.875	0.125	E5		
79.000	0.125	C#5		
79.125	0.125	D#5		
79.250	0.125	E5		
79.375	0.125	C#5		
79.500	0.125	D#5		
79.625	0.125	E5		
79.750	0.125	F#5		
79.875	0.125	D#5		
80.000	0.125	B#4		
80.125	0.125	C#5		
80.250	0.125	D#5		
80.375	0.125	B#4		
80.500	0.500	C#5		
81.000	0.125	E5		
81.125	0.125	D5		
81.250	0.125	C#5		
81.375	0.125	B4		
81.500	0.125	A4		
81.625	0.125	B4		
81.750	0.125	C#5		
81.875	0.125	D5		
82.000	0.125	E5		
82.125	0.125	F#5		
82.250	0.125	G#5		
82.375	0.125	A5		
82.500	0.125	A5		
82.625	0.125	G#5		
82.750	0.125	F#5		
82.875	0.125	E5		
83.000	0.125	E5		
83.125	0.125	D5		
83.250	0.125	C#5		
83.375	0.125	B4		
83.500	0.125	A4		
83.625	0.125	B4		
83.750	0.125	C#5		
83.875	0.125	D5		
84.000	0.125	E5		
84.125	0.125	F#5		
84.250	0.125	G#5		
84.375	0.125	A5		
84.500	0.250	A#5		
84.750	0.250	B5		
85.000	0.125	E5		
85.125	0.125	D5		
85.250	0.125	C#5		
85.375	0.125	B4		
85.500	0.125	A4		
85.625	0.125	B4		
85.750	0.125	C#5		
85.875	0.125	D5		
86.000	0.125	E5		
86.125	0.125	F#5		
86.250	0.125	G#5		
86.375	0.125	A5		
86.500	0.125	A5		
86.625	0.125	G#5		
86.750	0.125	F#5		
86.875	0.125	E5		
87.000	0.125	E5		
87.125	0.125	D5		
87.250	0.125	C#5		
87.375	0.125	B4		
87.500	0.125	C#5		
87.625	0.125	E5		
87.750	0.125	A4		
87.875	0.125	C#5		
88.000	0.125	B4		
88.125	0.125	D5		
88.250	0.125	G#4		
88.375	0.125	B4		
88.500	0.500	A4		
89.000	0.125	C#6		
89.125	0.125	D6		
89.250	0.125	C#6		
89.375	0.125	B5		
89.500	0.125	A5		
89.625	0.125	B5		
89.750	0.125	A5		
89.875	0.125	G#5		
90.000	0.125	F#5		
90.125	0.125	A5		
90.250	0.125	G#5		
90.375	0.125	F#5		
90.500	0.125	E#5		
90.625	0.125	F#5		
90.750	0.125	G#5		
90.875	0.125	E#5		
91.000	0.125	C#5		
91.125	0.125	D#5		
91.250	0.125	E#5		
91.375	0.125	C#5		
91.500	0.125	F#5		
91.625	0.125	E#5		
91.750	0.125	F#5		
91.875	0.125	G#5		
92.000	0.125	A5		
92.125	0.125	G#5		
92.250	0.125	A5		
92.375	0.125	B5		
92.500	0.125	C#6		
92.625	0.125	B#5		
92.750	0.125	C#6		
92.875	0.125	B#5		
93.000	0.125	C#6		
93.125	0.125	B#5		
93.250	0.125	C#6		
93.375	0.125	A#5		
93.500	0.125	D6		
93.625	0.125	C#6		
93.750	0.125	D6		
93.875	0.125	C#6		
94.000	0.125	D6		
94.125	0.125	C#6		
94.250	0.125	D6		
94.375	0.125	C#6		
94.500	0.125	D6		
94.625	0.125	C#6		
94.750	0.125	B5		
94.875	0.125	A5		
95.000	0.125	G#5		
95.125	0.125	A5		
95.250	0.125	B5		
95.375	0.125	G#5		
95.500	0.125	A5		
95.625	0.125	B5		
95.750	0.125	C#6		
95.875	0.125	F#5		
96.000	0.125	E#5		
96.125	0.125	F#5		
96.250	0.125	G#5		
96.375	0.125	E#5		
96.500	0.500	F#5		
97.000	0.125	E5		
97.125	0.125	D5		
97.250	0.125	C#5		
97.375	0.125	B4		
97.500	0.125	A4		
97.625	0.125	B4		
97.750	0.125	C#5		
97.875	0.125	D5		
98.000	0.125	E5		
98.125	0.125	F#5		
98.250	0.125	G#5		
98.375	0.125	A5		
98.500	0.125	A5		
98.625	0.125	G#5		
98.750	0.125	F#5		
98.875	0.125	E5		
99.000	0.125	E5		
99.125	0.125	D5		
99.250	0.125	C#5		
99.375	0.125	B4		
99.500	0.125	A4		
99.625	0.125	B4		
99.750	0.125	C#5		
99.875	0.125	D5		
100.000	0.125	E5		
100.125	0.125	F#5		
100.250	0.125	G#5		
100.375	0.125	A5		
100.500	0.250	A#5		
100.750	0.250	B5		
101.000	0.125	E5		
101.125	0.125	D5		
101.250	0.125	C#5		
101.375	0.125	B4		
101.500	0.125	A4		
101.625	0.125	B4		
101.750	0.125	C#5		
101.875	0.125	D5		
102.000	0.125	E5		
102.125	0.125	F#5		
102.250	0.125	G#5		
102.375	0.125	A5		
102.500	0.125	A5		
102.625	0.125	G#5		
102.750	0.125	F#5		
102.875	0.125	E5		
103.000	0.125	E5		
103.125	0.125	D5		
103.250	0.125	C#5		
103.375	0.125	B4		
103.500	0.125	C#5		
103.625	0.125	E5		
103.750	0.125	A4		
103.875	0.125	C#5		
104.000	0.125	B4		
104.125	0.125	D5		
104.250	0.125	G#4		
104.375	0.125	B4		
104.500	0.500	A4		
105.000	0.125	C#6		
105.125	0.125	D6		
105.250	0.125	C#6		
105.375	0.125	B5		
105.500	0.125	A5		
105.625	0.125	B5		
105.750	0.125	A5		
105.875	0.125	G#5		
106.000	0.125	F#5		
106.125	0.125	A5		
106.250	0.125	G#5		
106.375	0.125	F#5		
106.500	0.125	E#5		
106.625	0.125	F#5		
106.750	0.125	G#5		
106.875	0.125	E#5		
107.000	0.125	C#5		
107.125	0.125	D#5		
107.250	0.125	E#5		
107.375	0.125	C#5		
107.500	0.125	F#5		
107.625	0.125	E#5		
107.750	0.125	F#5		
107.875	0.125	G#5		
108.000	0.125	A5		
108.125	0.125	G#5		
108.250	0.125	A5		
108.375	0.125	B5		
108.500	0.125	C#6		
108.625	0.125	B#5		
108.750	0.125	C#6		
108.875	0.125	B#5		
109.000	0.125	C#6		
109.125	0.125	B#5		
109.250	0.125	C#6		
109.375	0.125	A#5		
109.500	0.125	D6		
109.625	0.125	C#6		
109.750	0.125	D6		
109.875	0.125	C#6		
110.000	0.125	D6		
110.125	0.125	C#6		
110.250	0.125	D6		
110.375	0.125	C#6		
110.500	0.125	D6		
110.625	0.125	C#6		
110.750	0.125	B5		
110.875	0.125	A5		
111.000	0.125	G#5		
111.125	0.125	A5		
111.250	0.125	B5		
111.375	0.125	G#5		
111.500	0.125	A5		
111.625	0.125	B5		
111.750	0.125	C#6		
111.875	0.125	F#5		
112.000	0.125	E#5		
112.125	0.125	F#5		
112.250	0.125	G#5		
112.375	0.125	E#5		
112.500	0.500	F#5		
113.000	0.250	A4		
113.250	0.250	A5		
113.250	0.250	B4		
113.500	0.250	B5		
113.500	0.500	C#5		
114.000	0.500	C#6		
114.000	0.250	A4		
114.250	0.250	A5		
114.250	0.250	B4		
114.500	0.250	B5		
114.500	0.250	C#5		
114.750	0.250	C#6		
114.750	0.250	B4		
115.000	0.250	B5		
115.000	0.250	A4		
115.250	0.250	A5		
115.250	0.250	G#4		
115.500	0.250	G#5		
115.500	0.250	F#4		
115.750	0.250	F#5		
115.750	0.250	G#4		
116.000	0.250	G#5		
116.000	0.250	A4		
116.250	0.250	A5		
116.250	0.250	B4		
116.500	0.250	B5		
116.500	0.250	G#4		
116.750	0.250	G#5		
116.750	0.250	E4		
117.000	0.250	E5		
117.000	0.250	A4		
117.250	0.250	A5		
117.250	0.250	B4		
117.500	0.250	B5		
117.500	0.500	C#5		
118.000	0.500	C#6		
118.000	0.250	A4		
118.250	0.250	A5		
118.250	0.250	B4		
118.500	0.250	B5		
118.500	0.250	C#5		
118.750	0.250	C#6		
118.750	0.250	B4		
119.000	0.250	B5		
119.000	0.250	A4		
119.250	0.250	A5		
119.250	0.250	G#4		
119.500	0.250	G#5		
119.500	0.250	F#4		
119.750	0.250	F#5		
119.750	0.250	B4		
120.000	0.250	B5		
120.000	0.250	G#4		
120.250	0.250	G#5		
120.250	0.250	E4		
120.500	0.250	E5		
120.500	0.500	A4		
121.000	0.500	A5		
121.000	0.250	A4		
121.250	0.250	A5		
121.250	0.250	B4		
121.500	0.250	B5		
121.500	0.500	C#5		
122.000	0.500	C#6		
122.000	0.250	A4		
122.250	0.250	A5		
122.250	0.250	B4		
122.500	0.250	B5		
122.500	0.250	C#5		
122.750	0.250	C#6		
122.750	0.250	B4		
123.000	0.250	B5		
123.000	0.250	A4		
123.250	0.250	A5		
123.250	0.250	G#4		
123.500	0.250	G#5		
123.500	0.250	F#4		
123.750	0.250	F#5		
123.750	0.250	G#4		
124.000	0.250	G#5		
124.000	0.250	A4		
124.250	0.250	A5		
124.250	0.250	B4		
124.500	0.250	B5		
124.500	0.250	G#4		
124.750	0.250	G#5		
124.750	0.250	E4		
125.000	0.250	E5		
125.000	0.250	A4		
125.250	0.250	A5		
125.250	0.250	B4		
125.500	0.250	B5		
125.500	0.500	C#5		
126.000	0.500	C#6		
126.000	0.250	A4		
126.250	0.250	A5		
126.250	0.250	B4		
126.500	0.250	B5		
126.500	0.250	C#5		
126.750	0.250	C#6		
126.750	0.250	B4		
127.000	0.250	B5		
127.000	0.250	A4		
127.250	0.250	A5		
127.250	0.250	G#4		
127.500	0.250	G#5		
127.500	0.250	F#4		
127.750	0.250	F#5		
127.750	0.250	B4		
128.000	0.250	B5		
128.000	0.250	G#4		
128.250	0.250	G#5		
128.250	0.250	E4		
128.500	0.250	E5		
128.500	0.500	A4		
129.000	0.500	A5		
129.000	0.125	B4		
129.125	0.125	A4		
129.250	0.125	G#4		
129.375	0.125	A4		
129.500	0.250	C5		staccato
129.750	0.250	rest		
130.000	0.125	D5		
130.125	0.125	C5		
130.250	0.125	B4		
130.375	0.125	C5		
130.500	0.250	E5		staccato
130.750	0.250	rest		
131.000	0.125	F5		
131.125	0.125	E5		
131.250	0.125	D#5		
131.375	0.125	E5		
131.500	0.125	B5		
131.625	0.125	A5		
131.750	0.125	G#5		
131.875	0.125	A5		
132.000	0.125	B5		
132.125	0.125	A5		
132.250	0.125	G#5		
132.375	0.125	A5		
132.500	0.500	C6		
133.000	0.250	A5		staccato
133.250	0.250	C6		staccato
133.500	0.000	G5		
133.500	0.000	A5		
133.500	0.250	B5		staccato
133.750	0.250	F#5		staccato
134.000	0.250	A5		
134.000	0.250	E5		staccato
134.250	0.250	G5		
134.250	0.250	F#5		staccato
134.500	0.250	A5		
134.500	0.000	G5		
134.500	0.000	A5		
134.500	0.250	B5		staccato
134.750	0.250	F#5		staccato
135.000	0.250	A5		
135.000	0.250	E5		staccato
135.250	0.250	G5		
135.250	0.250	F#5		staccato
135.500	0.250	A5		
135.500	0.000	G5		
135.500	0.000	A5		
135.500	0.250	B5		staccato
135.750	0.250	F#5		staccato
136.000	0.250	A5		
136.000	0.250	E5		staccato
136.250	0.250	G5		
136.250	0.250	D#5		staccato
136.500	0.250	F#5		
136.500	0.500	E5		
137.000	0.125	B4		
137.125	0.125	A4		
137.250	0.125	G#4		
137.375	0.125	A4		
137.500	0.250	C5		staccato
137.750	0.250	rest		
138.000	0.125	D5		
138.125	0.125	C5		
138.250	0.125	B4		
138.375	0.125	C5		
138.500	0.250	E5		staccato
138.750	0.250	rest		
139.000	0.125	F5		
139.125	0.125	E5		
139.250	0.125	D#5		
139.375	0.125	E5		
139.500	0.125	B5		
139.625	0.125	A5		
139.750	0.125	G#5		
139.875	0.125	A5		
140.000	0.125	B5		
140.125	0.125	A5		
140.250	0.125	G#5		
140.375	0.125	A5		
140.500	0.500	C6		
141.000	0.250	A5		staccato
141.250	0.250	C6		staccato
141.500	0.000	G5		
141.500	0.000	A5		
141.500	0.250	B5		staccato
141.750	0.250	F#5		staccato
142.000	0.250	A5		
142.000	0.250	E5		staccato
142.250	0.250	G5		
142.250	0.250	F#5		staccato
142.500	0.250	A5		
142.500	0.000	G5		
142.500	0.000	A5		
142.500	0.250	B5		staccato
142.750	0.250	F#5		staccato
143.000	0.250	A5		
143.000	0.250	E5		staccato
143.250	0.250	G5		
143.250	0.250	F#5		staccato
143.500	0.250	A5		
143.500	0.000	G5		
143.500	0.000	A5		
143.500	0.250	B5		staccato
143.750	0.250	F#5		staccato
144.000	0.250	A5		
144.000	0.250	E5		staccato
144.250	0.250	G5		
144.250	0.250	D#5		staccato
144.500	0.250	F#5		
144.500	0.500	E5		
145.000	0.250	C5		staccato
145.250	0.250	E5		
145.250	0.250	D5		staccato
145.500	0.250	F5		
145.500	0.250	E5		staccato
145.750	0.250	G5		
145.750	0.250	E5		staccato
146.000	0.250	G5		
146.000	0.125	A5		
146.125	0.125	G5		
146.250	0.125	F5		
146.375	0.125	E5		
146.500	0.500	D5		
146.500	0.250	B4		
146.750	0.250	G4		
147.000	0.250	C5		staccato
147.250	0.250	E5		
147.250	0.250	D5		staccato
147.500	0.250	F5		
147.500	0.250	E5		staccato
147.750	0.250	G5		
147.750	0.250	E5		staccato
148.000	0.250	G5		
148.000	0.125	A5		
148.125	0.125	G5		
148.250	0.125	F5		
148.375	0.125	E5		
148.500	0.500	B4		
149.000	0.500	D5		
149.000	0.250	A4		staccato
149.250	0.250	C5		
149.250	0.250	B4		staccato
149.500	0.250	D5		
149.500	0.250	C5		staccato
149.750	0.250	E5		
149.750	0.250	C5		staccato
150.000	0.250	E5		
150.000	0.125	F5		
150.125	0.125	E5		
150.250	0.125	D5		
150.375	0.125	C5		
150.500	0.500	B4		
150.500	0.250	G#4		
150.750	0.250	E4		
151.000	0.250	A4		staccato
151.250	0.250	C5		
151.250	0.250	B4		staccato
151.500	0.250	D5		
151.500	0.250	C5		staccato
151.750	0.250	E5		
151.750	0.250	C5		staccato
152.000	0.250	E5		
152.000	0.125	F5		
152.125	0.125	E5		
152.250	0.125	D5		
152.375	0.125	C5		
152.500	0.500	G#4		
153.000	0.500	B4		
153.000	0.125	B4		
153.125	0.125	A4		
