MusicXML Sağ El Transcript (RH only, repeat+volta+DC/DS/Coda, TS-based)
Generated UTC: 2025-09-30T19:14:49.693874+00:00
Linear measures: 254
Events: 1986
Script version: 1.2.2
---
time_sec	dur_sec	pitches_sci	dyn	art
10.216	0.129	D5		
10.345	0.259	G5		
10.603	0.259	B5		
10.603	0.259	G6		
10.603	0.194	rest		
10.797	0.065	G5		
10.862	0.129	G5		
10.991	0.129	A5		
11.121	0.129	G5		
11.250	0.129	F5		
11.379	0.259	E5		
11.638	0.259	G5		
11.638	0.259	E6		
11.638	0.194	rest		
11.832	0.065	C5		
11.897	0.129	C5		
12.026	0.129	E5		
12.155	0.129	D5		
12.284	0.129	C5		
12.414	0.259	F5		
12.672	0.259	A5		
12.672	0.259	F6		
12.672	0.194	rest		
12.866	0.065	B4		
12.931	0.129	B4		
13.060	0.129	D5		
13.190	0.129	C5		
13.319	0.129	B4		
13.448	0.259	E5		
13.707	0.259	G5		
13.707	0.259	E6		
13.707	0.194	rest		
13.901	0.065	A4		
13.966	0.129	A4		
14.095	0.129	C5		
14.224	0.129	B4		
14.353	0.129	A4		
14.483	0.388	F4		
14.871	0.129	D5		
15.000	0.129	G#4		
15.129	0.129	E5		
15.259	0.129	D5		
15.388	0.129	B4		
15.517	0.517	A4		
16.034	0.259	E5		
16.293	0.259	A5		
16.293	0.259	rest		
16.552	0.259	A5		
16.810	0.259	C6		
16.810	0.259	A6		
16.810	0.194	rest		
17.004	0.065	A5		
17.069	0.129	A5		
17.198	0.129	Bb5		
17.328	0.129	A5		
17.457	0.129	G5		
17.586	0.259	F5		
17.845	0.259	A5		
17.845	0.259	F6		
17.845	0.194	rest		
18.039	0.065	D5		
18.103	0.129	D5		
18.233	0.129	F5		
18.362	0.129	E5		
18.491	0.129	D5		
18.621	0.259	G5		
18.879	0.259	B5		
18.879	0.259	G6		
18.879	0.194	rest		
19.073	0.065	G5		
19.138	0.129	G5		
19.267	0.129	A5		
19.397	0.129	G5		
19.526	0.129	F5		
19.655	0.259	E5		
19.914	0.259	G5		
19.914	0.259	E6		
19.914	0.194	rest		
20.108	0.065	C5		
20.172	0.129	C5		
20.302	0.129	E5		
20.431	0.129	D5		
20.560	0.129	C5		
20.690	0.259	F5		
20.948	0.259	A5		
20.948	0.259	F6		
20.948	0.194	rest		
21.142	0.065	B4		
21.207	0.129	B4		
21.336	0.129	D5		
21.466	0.129	C5		
21.595	0.129	B4		
21.724	0.259	E5		
21.983	0.259	G5		
21.983	0.259	E6		
21.983	0.194	rest		
22.177	0.065	A4		
22.241	0.129	A4		
22.371	0.129	C5		
22.500	0.129	B4		
22.629	0.129	A4		
22.759	0.388	F4		
23.147	0.129	D5		
23.276	0.129	G#4		
23.405	0.129	E5		
23.534	0.129	D5		
23.664	0.129	B4		
23.793	0.517	A4		
24.310	0.259	E5		
24.569	0.259	A5		
24.569	0.259	rest		
24.828	0.000	A5		
24.828	0.139	E6		
24.966	0.139	C6		
25.105	0.139	A5		
25.244	0.139	E5		
25.383	0.139	C5		
25.522	0.139	A4		
25.661	0.000	E5		
25.661	0.139	B5		
25.800	0.139	G#5		
25.939	0.139	E5		
26.078	0.139	B4		
26.216	0.139	G#4		
26.355	0.139	E4		
26.494	0.000	A5		
26.494	0.139	E6		
26.633	0.139	C6		
26.772	0.139	A5		
26.911	0.139	E5		
27.050	0.139	C5		
27.189	0.139	A4		
27.328	0.417	E5		
27.744	0.417	E4		
28.161	0.000	A5		
28.161	0.139	E6		
28.300	0.139	C6		
28.439	0.139	A5		
28.578	0.139	E5		
28.716	0.139	C5		
28.855	0.139	A4		
28.994	0.000	E5		
28.994	0.139	B5		
29.133	0.139	G#5		
29.272	0.139	E5		
29.411	0.139	B4		
29.550	0.139	G#4		
29.689	0.139	E4		
29.828	0.000	A5		
29.828	0.139	E6		
29.966	0.139	C6		
30.105	0.139	A5		
30.244	0.139	E5		
30.383	0.139	C5		
30.522	0.139	A4		
30.661	0.417	E5		
31.078	0.417	E4		
31.494	0.000	C#6		
31.494	0.139	A6		
31.633	0.139	E6		
31.772	0.139	C#6		
31.911	0.139	A5		
32.050	0.139	E5		
32.189	0.139	C#5		
32.328	0.139	rest		
32.466	0.139	A4		
32.605	0.139	D5		
32.605	0.139	D5		
32.744	0.139	F5		
32.744	0.139	F5		
32.883	0.139	A5		
32.883	0.139	A5		
33.022	0.139	D6		
33.022	0.139	D6		
33.161	0.139	F6		
33.161	0.000	D6		
33.161	0.139	G6		
33.300	0.139	D6		
33.439	0.139	B5		
33.578	0.139	G5		
33.716	0.139	D5		
33.855	0.139	B4		
33.994	0.139	rest		
34.133	0.139	G4		
34.272	0.139	C5		
34.272	0.139	C5		
34.411	0.139	E5		
34.411	0.139	E5		
34.550	0.139	G5		
34.550	0.139	G5		
34.689	0.139	C6		
34.689	0.139	C6		
34.828	0.139	E6		
34.828	0.000	B5		
34.828	0.139	F6		
34.966	0.139	D6		
35.105	0.139	B5		
35.244	0.139	F5		
35.383	0.139	D5		
35.522	0.139	B4		
35.661	0.000	A5		
35.661	0.139	E6		
35.800	0.139	C6		
35.939	0.139	A5		
36.078	0.139	E5		
36.216	0.139	C5		
36.355	0.139	A4		
36.494	0.139	B4		
36.633	0.139	D5		
36.772	0.139	F5		
36.911	0.139	E4		
37.050	0.139	E5		
37.189	0.139	G#4		
37.328	0.417	A4		
37.744	0.417	A3		
38.161	0.000	C#6		
38.161	0.139	A6		
38.300	0.139	E6		
38.439	0.139	C#6		
38.578	0.139	A5		
38.716	0.139	E5		
38.855	0.139	C#5		
38.994	0.139	rest		
39.133	0.139	A4		
39.272	0.139	D5		
39.272	0.139	D5		
39.411	0.139	F5		
39.411	0.139	F5		
39.550	0.139	A5		
39.550	0.139	A5		
39.689	0.139	D6		
39.689	0.139	D6		
39.828	0.139	F6		
39.828	0.000	D6		
39.828	0.139	G6		
39.966	0.139	D6		
40.105	0.139	B5		
40.244	0.139	G5		
40.383	0.139	D5		
40.522	0.139	B4		
40.661	0.139	rest		
40.800	0.139	G4		
40.939	0.139	C5		
40.939	0.139	C5		
41.078	0.139	E5		
41.078	0.139	E5		
41.216	0.139	G5		
41.216	0.139	G5		
41.355	0.139	C6		
41.355	0.139	C6		
41.494	0.139	E6		
41.494	0.000	B5		
41.494	0.139	F6		
41.633	0.139	D6		
41.772	0.139	B5		
41.911	0.139	F5		
42.050	0.139	D5		
42.189	0.139	B4		
42.328	0.000	A5		
42.328	0.139	E6		
42.466	0.139	C6		
42.605	0.139	A5		
42.744	0.139	E5		
42.883	0.139	C5		
43.022	0.139	A4		
43.161	0.139	B4		
43.300	0.139	D5		
43.439	0.139	F5		
43.578	0.139	E4		
43.716	0.139	E5		
43.855	0.139	G#4		
43.994	0.417	A4		
44.411	0.417	A3		
44.828	0.127	A4		
44.955	0.127	G#4		
45.082	0.127	A4		
45.209	0.127	G#4		
45.336	0.127	A4		accent
45.463	0.127	B4		
45.590	0.127	C5		
45.717	0.127	D5		
45.845	0.127	E5		
45.972	0.127	D#5		
46.099	0.127	E5		
46.226	0.127	D#5		
46.353	0.127	E5		accent
46.480	0.127	D5		
46.607	0.127	C5		
46.734	0.127	B4		
46.861	0.127	A4		
46.989	0.127	G#4		
47.116	0.127	A4		
47.243	0.127	G#4		
47.370	0.127	A4		accent
47.497	0.127	B4		
47.624	0.127	C5		
47.751	0.127	D5		
47.878	0.127	E5		
48.006	0.127	D#5		
48.133	0.127	E5		
48.260	0.127	D#5		
48.387	0.254	E5		accent
48.641	0.254	E4		
48.895	0.127	A4		
49.023	0.127	G#4		
49.150	0.127	A4		
49.277	0.127	G#4		
49.404	0.127	A4		accent
49.531	0.127	B4		
49.658	0.127	C5		
49.785	0.127	D5		
49.912	0.127	E5		
50.039	0.127	D#5		
50.167	0.127	E5		
50.294	0.127	D#5		
50.421	0.127	E5		accent
50.548	0.127	D5		
50.675	0.127	C5		
50.802	0.127	B4		
50.929	0.127	A4		
51.056	0.127	G#4		
51.184	0.127	A4		
51.311	0.127	G#4		
51.438	0.127	A4		accent
51.565	0.127	B4		
51.692	0.127	C5		
51.819	0.127	D5		
51.946	0.127	E5		
52.073	0.127	D#5		
52.200	0.127	E5		
52.328	0.127	D#5		
52.455	0.254	E5		accent
52.709	0.254	E4		
52.963	0.127	A5		
53.090	0.127	G#5		
53.217	0.127	A5		
53.345	0.127	G#5		
53.472	0.127	A5		accent
53.599	0.127	G5		
53.726	0.127	F5		
53.853	0.127	E5		
53.980	0.127	D5		
54.107	0.127	C#5		
54.234	0.127	D5		
54.361	0.127	C#5		
54.489	0.127	D5		accent
54.616	0.127	E5		
54.743	0.127	F5		
54.870	0.127	D5		
54.997	0.127	G5		
55.124	0.127	F#5		
55.251	0.127	G5		
55.378	0.127	F#5		
55.506	0.127	G5		accent
55.633	0.127	F5		
55.760	0.127	E5		
55.887	0.127	D5		
56.014	0.127	C5		
56.141	0.127	B4		
56.268	0.127	C5		
56.395	0.127	B4		
56.523	0.127	C5		accent
56.650	0.127	D5		
56.777	0.127	E5		
56.904	0.127	C5		
57.031	0.127	F5		
57.158	0.127	E5		
57.285	0.127	F5		
57.412	0.127	E5		
57.539	0.127	F5		accent
57.667	0.127	D5		
57.794	0.127	C5		
57.921	0.127	B4		
58.048	0.127	E5		
58.175	0.127	D#5		
58.302	0.127	E5		
58.429	0.127	D#5		
58.556	0.127	E5		accent
58.684	0.127	C5		
58.811	0.127	B4		
58.938	0.127	A4		
59.065	0.127	B4		
59.192	0.127	A#4		
59.319	0.127	B4		
59.446	0.127	A#4		
59.573	0.127	B4		accent
59.700	0.127	F5		
59.828	0.127	E5		
59.955	0.127	G#4		
60.082	0.127	A4		
60.209	0.127	G#4		
60.336	0.127	A4		
60.463	0.127	B4		
60.590	0.508	A4		accent
61.099	0.127	A5		
61.226	0.127	G#5		
61.353	0.127	A5		
61.480	0.127	G#5		
61.607	0.127	A5		accent
61.734	0.127	G5		
61.861	0.127	F5		
61.989	0.127	E5		
62.116	0.127	D5		
62.243	0.127	C#5		
62.370	0.127	D5		
62.497	0.127	C#5		
62.624	0.127	D5		accent
62.751	0.127	E5		
62.878	0.127	F5		
63.006	0.127	D5		
63.133	0.127	G5		
63.260	0.127	F#5		
63.387	0.127	G5		
63.514	0.127	F#5		
63.641	0.127	G5		accent
63.768	0.127	F5		
63.895	0.127	E5		
64.023	0.127	D5		
64.150	0.127	C5		
64.277	0.127	B4		
64.404	0.127	C5		
64.531	0.127	B4		
64.658	0.127	C5		accent
64.785	0.127	D5		
64.912	0.127	E5		
65.039	0.127	C5		
65.167	0.127	F5		
65.294	0.127	E5		
65.421	0.127	F5		
65.548	0.127	E5		
65.675	0.127	F5		accent
65.802	0.127	D5		
65.929	0.127	C5		
66.056	0.127	B4		
66.184	0.127	E5		
66.311	0.127	D#5		
66.438	0.127	E5		
66.565	0.127	D#5		
66.692	0.127	E5		accent
66.819	0.127	C5		
66.946	0.127	B4		
67.073	0.127	A4		
67.200	0.127	B4		
67.328	0.127	A#4		
67.455	0.127	B4		
67.582	0.127	A#4		
67.709	0.127	B4		accent
67.836	0.127	F5		
67.963	0.127	E5		
68.090	0.127	G#4		
68.217	0.127	A4		
68.345	0.127	G#4		
68.472	0.127	A4		
68.599	0.127	B4		
68.726	0.508	A4		accent
69.234	1.268	C4		
70.502	1.268	C5		
70.502	0.423	A3		
70.925	0.423	A4		
70.925	0.423	G#3		
71.347	0.423	G#4		
71.347	0.423	B3		
71.770	0.423	B4		
71.770	0.845	E4		
72.615	0.845	E5		
72.615	1.268	C4		
73.882	1.268	C5		
73.882	0.423	A3		
74.305	0.423	A4		
74.305	0.423	B3		
74.727	0.423	B4		
74.727	0.423	D#4		
75.150	0.423	D#5		
75.150	0.423	F4		
75.572	0.423	F5		
75.572	0.423	E4		
75.995	0.423	E5		
75.995	1.268	C4		
77.263	1.268	C5		
77.263	0.423	A3		
77.685	0.423	A4		
77.685	0.423	G#3		
78.108	0.423	G#4		
78.108	0.423	B3		
78.530	0.423	B4		
78.530	0.845	E4		
79.375	0.845	E5		
79.375	1.268	C4		
80.643	1.268	C5		
80.643	0.423	A3		
81.065	0.423	A4		
81.065	0.423	B3		
81.488	0.423	B4		
81.488	0.423	D#4		
81.910	0.423	D#5		
81.910	0.423	F4		
82.333	0.423	F5		
82.333	0.423	E4		
82.755	0.423	E5		
82.755	1.268	A4		
84.023	1.268	A5		
84.023	0.423	C#4		
84.446	0.423	C#5		
84.446	0.423	D4		
84.868	0.423	D5		
84.868	0.423	E4		
85.291	0.423	E5		
85.291	0.423	F4		
85.713	0.423	F5		
85.713	0.423	F#4		
86.136	0.423	F#5		
86.136	1.268	G4		
87.403	1.268	G5		
87.403	0.423	B3		
87.826	0.423	B4		
87.826	0.423	C4		
88.248	0.423	C5		
88.248	0.423	D4		
88.671	0.423	D5		
88.671	0.423	D#4		
89.094	0.423	D#5		
89.094	0.423	E4		
89.516	0.423	E5		
89.516	1.268	F4		
90.784	1.268	F5		
90.784	0.423	B3		
91.206	0.423	B4		
91.206	1.268	E4		
92.474	1.268	E5		
92.474	0.423	A3		
92.896	0.423	A4		
92.896	0.423	B3		
93.319	0.423	B4		
93.319	0.423	F4		
93.741	0.423	F5		
93.741	0.423	E4		
94.164	0.423	E5		
94.164	0.423	G#3		
94.586	0.423	G#4		
94.586	0.845	B3		
95.432	0.845	B4		
95.432	0.845	A3		
96.277	0.845	A4		
96.277	1.268	A4		
97.544	1.268	A5		
97.544	0.423	C#4		
97.967	0.423	C#5		
97.967	0.423	D4		
98.389	0.423	D5		
98.389	0.423	E4		
98.812	0.423	E5		
98.812	0.423	F4		
99.234	0.423	F5		
99.234	0.423	F#4		
99.657	0.423	F#5		
99.657	1.268	G4		
100.925	1.268	G5		
100.925	0.423	B3		
101.347	0.423	B4		
101.347	0.423	C4		
101.770	0.423	C5		
101.770	0.423	D4		
102.192	0.423	D5		
102.192	0.423	D#4		
102.615	0.423	D#5		
102.615	0.423	E4		
103.037	0.423	E5		
103.037	1.268	F4		
104.305	1.268	F5		
104.305	0.423	B3		
104.727	0.423	B4		
104.727	1.268	E4		
105.995	1.268	E5		
105.995	0.423	A3		
106.417	0.423	A4		
106.417	0.423	B3		
106.840	0.423	B4		
106.840	0.423	F4		
107.263	0.423	F5		
107.263	0.423	E4		
107.685	0.423	E5		
107.685	0.423	G#3		
108.108	0.423	G#4		
108.108	0.845	B3		
108.953	0.845	B4		
108.953	0.845	A3		
109.798	0.845	A4		
109.798	0.127	A5		
109.925	0.127	A6		
110.052	0.127	G#6		
110.179	0.127	G6		
110.306	0.127	F#6		
110.433	0.127	F6		
110.560	0.127	E6		
110.688	0.127	D#6		
110.815	0.127	F6		
110.942	0.127	E6		
111.069	0.127	D#6		
111.196	0.127	F6		
111.323	0.127	E6		
111.450	0.127	B5		
111.577	0.127	G#5		
111.705	0.127	E5		
111.832	0.127	A5		
111.959	0.127	A6		
112.086	0.127	G#6		
112.213	0.127	G6		
112.340	0.127	F#6		
112.467	0.127	F6		
112.594	0.127	E6		
112.721	0.127	D#6		
112.849	0.127	F6		
112.976	0.127	E6		
113.103	0.127	D#6		
113.230	0.127	F6		
113.357	0.254	E6		
113.611	0.254	G#5		
113.866	0.127	A5		
113.993	0.127	A6		
114.120	0.127	G#6		
114.247	0.127	G6		
114.374	0.127	F#6		
114.501	0.127	F6		
114.628	0.127	E6		
114.755	0.127	D#6		
114.882	0.127	F6		
115.010	0.127	E6		
115.137	0.127	D#6		
115.264	0.127	F6		
115.391	0.127	E6		
115.518	0.127	B5		
115.645	0.127	G#5		
115.772	0.127	E5		
115.899	0.127	A5		
116.027	0.127	A6		
116.154	0.127	G#6		
116.281	0.127	G6		
116.408	0.127	F#6		
116.535	0.127	F6		
116.662	0.127	E6		
116.789	0.127	D#6		
116.916	0.127	F6		
117.044	0.127	E6		
117.171	0.127	D#6		
117.298	0.127	F6		
117.425	0.254	E6		
117.679	0.254	G#5		
117.933	0.127	A5		
118.060	0.127	A6		
118.188	0.127	G#6		
118.315	0.127	G6		
118.442	0.127	F#6		
118.569	0.127	F6		
118.696	0.127	E6		
118.823	0.127	D#6		
118.950	0.127	C#6		
119.077	0.127	E6		
119.205	0.127	A5		
119.332	0.127	C#6		
119.459	0.127	D6		
119.586	0.127	A5		
119.713	0.127	F5		
119.840	0.127	D5		
119.967	0.127	G5		
120.094	0.127	G6		
120.221	0.127	F#6		
120.349	0.127	F6		
120.476	0.127	E6		
120.603	0.127	D#6		
120.730	0.127	D6		
120.857	0.127	C6		
120.984	0.127	B5		
121.111	0.127	D6		
121.238	0.127	G5		
121.366	0.127	B5		
121.493	0.127	C6		
121.620	0.127	G5		
121.747	0.127	E5		
121.874	0.127	C5		
122.001	0.127	F5		
122.128	0.127	F6		
122.255	0.127	E6		
122.382	0.127	D#6		
122.510	0.127	D6		
122.637	0.127	C#6		
122.764	0.127	C6		
122.891	0.127	B5		
123.018	0.127	E5		
123.145	0.127	E6		
123.272	0.127	D#6		
123.399	0.127	D6		
123.527	0.127	C#6		
123.654	0.127	C6		
123.781	0.127	B5		
123.908	0.127	A5		
124.035	0.127	D5		
124.162	0.127	C#5		
124.289	0.127	C5		
124.416	0.127	B4		
124.544	0.127	A#4		
124.671	0.127	A4		
124.798	0.127	G#4		
124.925	0.127	G4		
125.052	0.254	A4		
125.306	0.254	A5		
125.306	0.254	A5		
125.560	0.254	A6		
125.560	0.254	E5		
125.815	0.254	E6		
125.815	0.254	C#5		
126.069	0.254	C#6		
126.069	0.254	A4		
126.323	0.254	A5		
126.323	0.254	E4		
126.577	0.254	E5		
126.577	0.254	C#4		
126.832	0.254	C#5		
126.832	0.254	A3		
127.086	0.254	A4		
127.086	0.254	rest		
127.340	0.127	F5		accent
127.467	0.127	F4		accent
127.594	0.127	E5		accent
127.721	0.127	E4		accent
127.849	0.254	rest		
128.103	0.254	G#4		
128.357	0.127	D#6		accent
128.484	0.127	D#5		accent
128.611	0.127	E6		accent
128.738	0.127	E5		accent
128.866	0.254	G#4		
129.120	0.254	rest		
129.374	0.127	F5		accent
129.501	0.127	F4		accent
129.628	0.127	E5		accent
129.755	0.127	E4		accent
129.882	0.254	rest		
130.137	0.254	G#4		
130.391	0.127	D#6		accent
130.518	0.127	D#5		accent
130.645	0.127	E6		accent
130.772	0.127	E5		accent
130.899	0.254	G#4		
131.154	0.254	rest		
131.408	0.127	F5		accent
131.535	0.127	F4		accent
131.662	0.127	E5		accent
131.789	0.127	E4		accent
131.916	0.254	rest		
132.171	0.254	G#4		
132.425	0.127	D#6		accent
132.552	0.127	D#5		accent
132.679	0.127	E6		accent
132.806	0.127	E5		accent
132.933	0.254	G#4		
133.188	0.254	rest		
133.442	0.127	F5		accent
133.569	0.127	F4		accent
133.696	0.127	E5		accent
133.823	0.127	E4		accent
133.950	0.254	rest		
134.205	0.254	G#4		
134.459	0.127	D#6		accent
134.586	0.127	D#5		accent
134.713	0.127	E6		accent
134.840	0.127	E5		accent
134.967	0.254	G#4		
135.221	0.254	C#5		
135.476	0.254	Bb5		accent
135.730	0.254	Bb6		
135.730	0.254	A5		accent
135.984	0.254	A6		
135.984	0.254	C#5		
136.238	0.254	rest		
136.493	0.127	E5		accent
136.620	0.127	E4		accent
136.747	0.127	F5		accent
136.874	0.127	F4		accent
137.001	0.254	rest		
137.255	0.254	B4		
137.510	0.254	Ab5		accent
137.764	0.254	Ab6		
137.764	0.254	G5		accent
138.018	0.254	G6		
138.018	0.254	B4		
138.272	0.254	rest		
138.527	0.127	D#5		accent
138.654	0.127	D#4		accent
138.781	0.127	E5		accent
138.908	0.127	E4		accent
139.035	0.254	rest		
139.289	0.254	rest		
139.544	0.127	B5		accent
139.671	0.127	B4		accent
139.798	0.127	Bb5		accent
139.925	0.127	Bb4		accent
140.052	0.254	rest		
140.306	0.254	E4		
140.560	0.127	G#5		accent
140.688	0.127	G#4		accent
140.815	0.127	A5		accent
140.942	0.127	A4		accent
141.069	0.254	F4		
141.323	0.254	D4		
141.577	0.254	F5		accent
141.832	0.254	F6		
141.832	0.254	E5		accent
142.086	0.254	E6		
142.086	0.254	rest		
142.340	0.254	rest		
142.594	0.127	C6		accent
142.721	0.127	C5		accent
142.849	0.127	A5		accent
142.976	0.127	A4		accent
143.103	0.254	rest		
143.357	0.254	C#5		
143.611	0.254	Bb5		accent
143.866	0.254	Bb6		
143.866	0.254	A5		accent
144.120	0.254	A6		
144.120	0.254	C#5		
144.374	0.254	rest		
144.628	0.127	E5		accent
144.755	0.127	E4		accent
144.882	0.127	F5		accent
145.010	0.127	F4		accent
145.137	0.254	rest		
145.391	0.254	B4		
145.645	0.254	Ab5		accent
145.899	0.254	Ab6		
145.899	0.254	G5		accent
146.154	0.254	G6		
146.154	0.254	B4		
146.408	0.254	rest		
146.662	0.127	D#5		accent
146.789	0.127	D#4		accent
146.916	0.127	E5		accent
147.044	0.127	E4		accent
147.171	0.254	rest		
147.425	0.254	rest		
147.679	0.127	B5		accent
147.806	0.127	B4		accent
147.933	0.127	Bb5		accent
148.060	0.127	Bb4		accent
148.188	0.254	rest		
148.442	0.254	E4		
148.696	0.127	G#5		accent
148.823	0.127	G#4		accent
148.950	0.127	A5		accent
149.077	0.127	A4		accent
149.205	0.254	F4		
149.459	0.254	D4		
149.713	0.254	F5		accent
149.967	0.254	F6		
149.967	0.254	E5		accent
150.221	0.254	E6		
150.221	0.254	rest		
150.476	0.254	rest		
150.730	0.127	C6		accent
150.857	0.127	C5		accent
150.984	0.127	A5		accent
151.111	0.127	A4		accent
151.238	0.254	rest		
151.493	0.978	E6		accent
152.471	0.163	D6		
152.634	0.163	C6		
152.797	0.163	B5		
152.960	0.163	A5		
153.123	0.163	G#5		
153.286	0.163	F5		
153.449	0.163	E5		
153.612	0.163	D5		
153.775	0.163	C5		
153.938	0.163	B4		
154.101	0.978	C5		
155.080	0.163	D5		
155.243	0.163	E5		
155.406	0.163	D5		
155.569	0.163	C5		
155.732	0.163	B4		
155.895	0.163	A4		
156.058	0.652	G#4		
156.710	0.978	E6		accent
157.688	0.163	D6		
157.851	0.163	C6		
158.014	0.163	B5		
158.177	0.163	A5		
158.340	0.163	G#5		
158.504	0.163	F5		
158.667	0.163	E5		
158.830	0.163	D5		
158.993	0.163	C5		
159.156	0.163	B4		
159.319	0.978	C5		
160.297	0.163	D5		
160.460	0.163	E5		
160.623	0.163	D5		
160.786	0.163	C5		
160.949	0.163	B4		
161.112	0.163	A4		
161.275	0.652	G#4		
161.927	0.978	C#5		
162.906	0.163	D5		
163.069	0.163	E5		
163.232	0.163	F5		
163.395	0.163	G5		
163.558	0.163	A5		
163.721	0.163	B5		
163.884	0.163	C#6		
164.047	0.163	D6		
164.210	0.163	E6		
164.373	0.163	F6		
164.536	0.978	B4		
165.514	0.163	C5		
165.677	0.163	D5		
165.840	0.163	E5		
166.004	0.163	F5		
166.167	0.163	G5		
166.330	0.163	A5		
166.493	0.163	B5		
166.656	0.163	C6		
166.819	0.163	D6		
166.982	0.163	E6		
167.145	0.978	F6		accent
168.123	0.163	E6		
168.286	0.163	D6		
168.449	0.978	E6		accent
169.427	0.163	D6		
169.590	0.163	C6		
169.754	0.326	F5		
170.080	0.163	E5		
170.243	0.163	D5		
170.406	0.163	C5		
170.569	0.163	C5		
170.732	0.163	B4		
170.895	0.163	B4		
171.058	0.652	A4		
171.710	0.652	A3		
172.362	0.086	E6		
172.448	0.086	F6		
172.535	0.086	E6		
172.621	0.517	C6		staccato
173.138	0.086	A5		
173.224	0.086	B5		
173.311	0.086	A5		
173.397	0.086	B5		
173.483	0.086	C6		
173.569	0.086	B5		
173.655	0.086	G#5		
173.742	0.086	A5		
173.828	0.086	G#5		
173.914	0.086	E5		
174.000	0.086	F5		
174.086	0.086	E5		
174.173	0.259	E4		
174.431	0.086	E6		
174.517	0.086	F6		
174.604	0.086	E6		
174.690	0.517	C6		staccato
175.207	0.086	A3		
175.293	0.086	B3		
175.379	0.086	A3		
175.466	0.086	B3		
175.552	0.086	C4		
175.638	0.086	B3		
175.724	0.086	E4		
175.811	0.086	F4		
175.897	0.086	E4		
175.983	0.086	G#4		
176.069	0.086	A4		
176.155	0.086	G#4		
176.242	0.086	E4		
176.328	0.086	F4		
176.414	0.086	E4		
176.500	0.086	E6		
176.586	0.086	F6		
176.673	0.086	E6		
176.759	0.517	C6		staccato
177.276	0.086	A5		
177.362	0.086	B5		
177.448	0.086	A5		
177.535	0.086	B5		
177.621	0.086	C6		
177.707	0.086	B5		
177.793	0.086	G#5		
177.879	0.086	A5		
177.966	0.086	G#5		
178.052	0.086	E5		
178.138	0.086	F5		
178.224	0.086	E5		
178.311	0.259	E4		
178.569	0.086	E6		
178.655	0.086	F6		
178.742	0.086	E6		
178.828	0.517	C6		staccato
179.345	0.086	A3		
179.431	0.086	B3		
179.517	0.086	A3		
179.604	0.086	B3		
179.690	0.086	C4		
179.776	0.086	B3		
179.862	0.086	E4		
179.948	0.086	F4		
180.035	0.086	E4		
180.121	0.086	G#4		
180.207	0.086	A4		
180.293	0.086	G#4		
180.379	0.086	E4		
180.466	0.086	F4		
180.552	0.086	E4		
180.638	0.086	E6		
180.724	0.086	F6		
180.811	0.086	E6		
180.897	0.517	C#6		staccato
181.414	0.086	A5		
181.500	0.086	Bb5		
181.586	0.086	A5		
181.673	0.086	D6		
181.759	0.086	E6		
181.845	0.086	D6		
181.931	0.086	A4		
182.017	0.086	Bb4		
182.104	0.086	A4		
182.190	0.086	F4		
182.276	0.086	G4		
182.362	0.086	F4		
182.448	0.086	D4		
182.535	0.086	E4		
182.621	0.086	D4		
