Piano Sonata No.11 - Rondo alla Turca (Enhanced Export)
Generated UTC: 2025-09-15T06:51:25.373733
Source: HAHA.musicxml
Linear measures: 20
Events: 215
---
time_sec	dur_sec	hand	pitches_sci	dyn	art
148.500	2.000	LH	A2		
148.500	2.000	RH	E5		
150.500	2.000	LH	A3		
150.500	1.000	RH	F5		
151.500	1.000	RH	E5		
152.500	2.000	LH	C3		
152.500	1.000	RH	D5		
153.500	1.000	RH	C5		
154.500	2.000	LH	C4		
154.500	4.000	RH	B4		
156.500	4.000	LH	E3		
158.500	2.000	RH	A4		staccato
160.500	4.000	LH	rest		
160.500	2.000	RH	C5		
162.500	2.000	RH	B4		staccato
164.500	2.000	LH	A3		
164.500	2.000	RH	D5		
166.500	2.000	LH	C4		
166.500	2.000	RH	G#4		
168.500	2.000	LH	E4		
168.500	2.000	RH	E4		
170.500	2.000	LH	C4		
170.500	2.000	RH	C5		staccato
172.500	2.000	LH	E4		
172.500	2.000	RH	E5		
174.500	2.000	LH	C4		
174.500	2.000	RH	C5		staccato
176.500	2.000	LH	E4		
176.500	2.000	RH	E5		
178.500	2.000	LH	A3		
178.500	1.000	RH	F5		
179.500	1.000	RH	E5		
180.500	2.000	LH	C4		
180.500	1.000	RH	D5		
181.500	1.000	RH	C5		
182.500	2.000	LH	E4		
182.500	4.000	RH	G#4		
184.500	2.000	LH	C4		
186.500	2.000	LH	E4		
186.500	5.000	RH	B4		
188.500	2.000	LH	C4		
190.500	2.000	LH	E4		
191.500	1.000	RH	A4		
192.500	1.000	RH	G#4		
193.500	1.000	RH	A4		
194.500	2.000	RH	C5		staccato
196.500	2.000	RH	rest		
198.500	1.000	RH	D5		
199.500	1.000	RH	C5		
200.500	1.000	RH	B4		
201.500	1.000	RH	C5		
202.500	2.000	RH	E5		staccato
204.500	2.000	RH	rest		
206.500	1.000	RH	F5		
207.500	1.000	RH	E5		
208.500	1.000	RH	D#5		
209.500	1.000	RH	E5		
