Piano Sonata No.11 - Rondo alla Turca (Enhanced Export)
Generated UTC: 2025-09-18T04:46:27.502796
Source: HAHA.musicxml
Linear measures: 20
Events: 215
---
time_sec	dur_sec	hand	pitches_sci	dyn	art
19.000	0.250	LH	A2		
19.000	0.250	RH	E5		
19.250	0.250	LH	A3		
19.250	0.125	RH	F5		
19.375	0.125	RH	E5		
19.500	0.250	LH	C3		
19.500	0.125	RH	D5		
19.625	0.125	RH	C5		
19.750	0.250	LH	C4		
19.750	0.500	RH	B4		
20.000	0.500	LH	E3		
20.250	0.250	RH	A4		staccato
20.500	0.500	LH	rest		
20.500	0.250	RH	C5		
20.750	0.250	RH	B4		staccato
21.000	0.250	LH	A3		
21.000	0.250	RH	D5		
21.250	0.250	LH	C4		
21.250	0.250	RH	G#4		
21.500	0.250	LH	E4		
21.500	0.250	RH	E4		
21.750	0.250	LH	C4		
21.750	0.250	RH	C5		staccato
22.000	0.250	LH	E4		
22.000	0.250	RH	E5		
22.250	0.250	LH	C4		
22.250	0.250	RH	C5		staccato
22.500	0.250	LH	E4		
22.500	0.250	RH	E5		
22.750	0.250	LH	A3		
22.750	0.125	RH	F5		
22.875	0.125	RH	E5		
23.000	0.250	LH	C4		
23.000	0.125	RH	D5		
23.125	0.125	RH	C5		
23.250	0.250	LH	E4		
23.250	0.500	RH	G#4		
23.500	0.250	LH	C4		
23.750	0.250	LH	E4		
23.750	0.625	RH	B4		
24.000	0.250	LH	C4		
24.250	0.250	LH	E4		
24.375	0.125	RH	A4		
24.500	0.125	RH	G#4		
24.625	0.125	RH	A4		
24.750	0.250	RH	C5		staccato
25.000	0.250	RH	rest		
25.250	0.125	RH	D5		
25.375	0.125	RH	C5		
25.500	0.125	RH	B4		
25.625	0.125	RH	C5		
25.750	0.250	RH	E5		staccato
26.000	0.250	RH	rest		
26.250	0.125	RH	F5		
26.375	0.125	RH	E5		
26.500	0.125	RH	D#5		
26.625	0.125	RH	E5		
