Piano Sonata No.11 - Rondo alla Turca (Right Hand Only)
Generated UTC: 2025-09-18T05:09:02.113319+00:00
Source: HAHA.musicxml
Linear measures: 137
Events: 886 (Right Hand Only)
---
time_sec	dur_sec	hand	pitches_sci	dyn	art
13.250	0.250	RH	C5		staccato
13.500	0.250	RH	E5		
13.750	0.250	RH	D5		staccato
14.000	0.250	RH	F5		
14.250	0.250	RH	B4		
14.500	0.250	RH	G4		
14.750	0.250	RH	E5		staccato
15.000	0.250	RH	G5		
15.250	0.250	RH	E5		staccato
15.500	0.250	RH	G5		
15.750	0.125	RH	A5		
15.875	0.125	RH	G5		
16.000	0.125	RH	F5		
16.125	0.125	RH	E5		
16.250	0.500	RH	B4		
16.750	0.500	RH	D5		
17.250	0.250	RH	A4		staccato
17.500	0.250	RH	C5		
17.750	0.250	RH	B4		staccato
18.000	0.250	RH	D5		
18.250	0.250	RH	C5		staccato
18.500	0.250	RH	E5		
18.750	0.250	RH	C5		staccato
19.000	0.250	RH	E5		
19.250	0.125	RH	F5		
19.375	0.125	RH	E5		
19.500	0.125	RH	D5		
19.625	0.125	RH	C5		
19.750	0.500	RH	B4		
20.250	0.250	RH	A4		staccato
20.500	0.250	RH	C5		
20.750	0.250	RH	B4		staccato
21.000	0.250	RH	D5		
21.250	0.250	RH	G#4		
21.500	0.250	RH	E4		
21.750	0.250	RH	C5		staccato
22.000	0.250	RH	E5		
22.250	0.250	RH	C5		staccato
22.500	0.250	RH	E5		
22.750	0.125	RH	F5		
22.875	0.125	RH	E5		
23.000	0.125	RH	D5		
23.125	0.125	RH	C5		
23.250	0.500	RH	G#4		
23.750	0.625	RH	B4		
24.375	0.125	RH	A4		
24.500	0.125	RH	G#4		
24.625	0.125	RH	A4		
24.750	0.250	RH	C5		staccato
25.000	0.250	RH	rest		
25.250	0.125	RH	D5		
25.375	0.125	RH	C5		
25.500	0.125	RH	B4		
25.625	0.125	RH	C5		
25.750	0.250	RH	E5		staccato
26.000	0.250	RH	rest		
26.250	0.125	RH	F5		
26.375	0.125	RH	E5		
26.500	0.125	RH	D#5		
26.625	0.125	RH	E5		
26.750	0.125	RH	B5		
26.875	0.125	RH	A5		
27.000	0.125	RH	G#5		
27.125	0.125	RH	A5		
27.250	0.125	RH	B5		
27.375	0.125	RH	A5		
27.500	0.125	RH	G#5		
27.625	0.125	RH	A5		
27.750	0.500	RH	C6		
28.250	0.250	RH	A5		staccato
28.500	0.250	RH	B5		staccato
28.750	0.250	RH	C6		staccato
29.000	0.250	RH	B5		staccato
29.250	0.250	RH	A5		staccato
29.500	0.250	RH	G#5		staccato
29.750	0.250	RH	A5		staccato
30.000	0.250	RH	E5		staccato
30.250	0.250	RH	F5		staccato
30.500	0.250	RH	D5		staccato
30.750	0.500	RH	C5		
31.250	0.375	RH	B4		
31.625	0.062	RH	A4		
31.688	0.062	RH	B4		
31.750	0.062	RH	C5		
31.812	0.062	RH	B4		
31.875	0.062	RH	C5		
31.938	0.062	RH	B4		
32.000	0.062	RH	C5		
32.062	0.062	RH	B4		
32.125	0.500	RH	A4		
32.625	0.250	RH	A4		
32.875	0.250	RH	A5		
33.125	0.250	RH	B4		
33.375	0.250	RH	B5		
33.625	0.500	RH	C#5		
34.125	0.500	RH	C#6		
34.625	0.250	RH	A4		
34.875	0.250	RH	A5		
35.125	0.250	RH	B4		
35.375	0.250	RH	B5		
35.625	0.250	RH	C#5		
35.875	0.250	RH	C#6		
36.125	0.250	RH	B4		
36.375	0.250	RH	B5		
36.625	0.250	RH	A4		
36.875	0.250	RH	A5		
37.125	0.250	RH	G#4		
37.375	0.250	RH	G#5		
37.625	0.250	RH	F#4		
37.875	0.250	RH	F#5		
38.125	0.250	RH	G#4		
38.375	0.250	RH	G#5		
38.625	0.250	RH	A4		
38.875	0.250	RH	A5		
39.125	0.250	RH	B4		
39.375	0.250	RH	B5		
39.625	0.250	RH	G#4		
39.875	0.250	RH	G#5		
40.125	0.250	RH	E4		
40.375	0.250	RH	E5		
40.625	0.250	RH	A4		
40.875	0.250	RH	A5		
41.125	0.250	RH	B4		
41.375	0.250	RH	B5		
41.625	0.500	RH	C#5		
42.125	0.500	RH	C#6		
42.625	0.250	RH	A4		
42.875	0.250	RH	A5		
43.125	0.250	RH	B4		
43.375	0.250	RH	B5		
43.625	0.250	RH	C#5		
43.875	0.250	RH	C#6		
44.125	0.250	RH	B4		
44.375	0.250	RH	B5		
44.625	0.250	RH	A4		
44.875	0.250	RH	A5		
45.125	0.250	RH	G#4		
45.375	0.250	RH	G#5		
45.625	0.250	RH	F#4		
45.875	0.250	RH	F#5		
46.125	0.250	RH	B4		
46.375	0.250	RH	B5		
46.625	0.250	RH	G#4		
46.875	0.250	RH	G#5		
47.125	0.250	RH	E4		
47.375	0.250	RH	E5		
47.625	0.500	RH	A4		
48.125	0.500	RH	A5		
48.625	0.125	RH	C#6		
48.750	0.125	RH	D6		
48.875	0.125	RH	C#6		
49.000	0.125	RH	B5		
49.125	0.125	RH	A5		
49.250	0.125	RH	B5		
49.375	0.125	RH	A5		
49.500	0.125	RH	G#5		
49.625	0.125	RH	F#5		
49.750	0.125	RH	A5		
49.875	0.125	RH	G#5		
50.000	0.125	RH	F#5		
50.125	0.125	RH	E#5		
50.250	0.125	RH	F#5		
50.375	0.125	RH	G#5		
50.500	0.125	RH	E#5		
50.625	0.125	RH	C#5		
50.750	0.125	RH	D#5		
50.875	0.125	RH	E#5		
51.000	0.125	RH	C#5		
51.125	0.125	RH	F#5		
51.250	0.125	RH	E#5		
51.375	0.125	RH	F#5		
51.500	0.125	RH	G#5		
51.625	0.125	RH	A5		
51.750	0.125	RH	G#5		
51.875	0.125	RH	A5		
52.000	0.125	RH	B5		
52.125	0.125	RH	C#6		
52.250	0.125	RH	B#5		
52.375	0.125	RH	C#6		
52.500	0.125	RH	B#5		
52.625	0.125	RH	C#6		
52.750	0.125	RH	D6		
52.875	0.125	RH	C#6		
53.000	0.125	RH	B5		
53.125	0.125	RH	A5		
53.250	0.125	RH	B5		
53.375	0.125	RH	A5		
53.500	0.125	RH	G#5		
53.625	0.125	RH	F#5		
53.750	0.125	RH	A5		
53.875	0.125	RH	G#5		
54.000	0.125	RH	F#5		
54.125	0.125	RH	E5		
54.250	0.125	RH	F#5		
54.375	0.125	RH	G#5		
54.500	0.125	RH	E5		
54.625	0.125	RH	C#5		
54.750	0.125	RH	D#5		
54.875	0.125	RH	E5		
55.000	0.125	RH	C#5		
55.125	0.125	RH	D#5		
55.250	0.125	RH	E5		
55.375	0.125	RH	F#5		
55.500	0.125	RH	D#5		
55.625	0.125	RH	B#4		
55.750	0.125	RH	C#5		
55.875	0.125	RH	D#5		
56.000	0.125	RH	B#4		
56.125	0.500	RH	C#5		
56.625	0.125	RH	E5		
56.750	0.125	RH	D5		
56.875	0.125	RH	C#5		
57.000	0.125	RH	B4		
57.125	0.125	RH	A4		
57.250	0.125	RH	B4		
57.375	0.125	RH	C#5		
57.500	0.125	RH	D5		
57.625	0.125	RH	E5		
57.750	0.125	RH	F#5		
57.875	0.125	RH	G#5		
58.000	0.125	RH	A5		
58.125	0.125	RH	A5		
58.250	0.125	RH	G#5		
58.375	0.125	RH	F#5		
58.500	0.250	RH	E5		
58.750	0.125	RH	D5		
58.875	0.125	RH	C#5		
59.000	0.125	RH	B4		
59.125	0.125	RH	A4		
59.250	0.125	RH	B4		
59.375	0.125	RH	C#5		
59.500	0.125	RH	D5		
59.625	0.125	RH	E5		
59.750	0.125	RH	F#5		
59.875	0.125	RH	G#5		
60.000	0.125	RH	A5		
60.125	0.250	RH	A#5		
60.375	0.250	RH	B5		
60.625	0.125	RH	E5		
60.750	0.125	RH	D5		
60.875	0.125	RH	C#5		
61.000	0.125	RH	B4		
61.125	0.125	RH	A4		
61.250	0.125	RH	B4		
61.375	0.125	RH	C#5		
61.500	0.125	RH	D5		
61.625	0.125	RH	E5		
61.750	0.125	RH	F#5		
61.875	0.125	RH	G#5		
62.000	0.125	RH	A5		
62.125	0.125	RH	A5		
62.250	0.125	RH	G#5		
62.375	0.125	RH	F#5		
62.500	0.250	RH	E5		
62.750	0.125	RH	D5		
62.875	0.125	RH	C#5		
63.000	0.125	RH	B4		
63.125	0.125	RH	C#5		
63.250	0.125	RH	E5		
63.375	0.125	RH	A4		
63.500	0.125	RH	C#5		
63.625	0.125	RH	B4		
63.750	0.125	RH	D5		
63.875	0.125	RH	G#4		
64.000	0.125	RH	B4		
64.125	0.500	RH	A4		
64.625	0.125	RH	C#6		
64.750	0.125	RH	D6		
64.875	0.125	RH	C#6		
65.000	0.125	RH	B5		
65.125	0.125	RH	A5		
65.250	0.125	RH	B5		
65.375	0.125	RH	A5		
65.500	0.125	RH	G#5		
65.625	0.125	RH	F#5		
65.750	0.125	RH	A5		
65.875	0.125	RH	G#5		
66.000	0.125	RH	F#5		
66.125	0.125	RH	E#5		
66.250	0.125	RH	F#5		
66.375	0.125	RH	G#5		
66.500	0.125	RH	E#5		
66.625	0.125	RH	C#5		
66.750	0.125	RH	D#5		
66.875	0.125	RH	E#5		
67.000	0.125	RH	C#5		
67.125	0.125	RH	F#5		
67.250	0.125	RH	E#5		
67.375	0.125	RH	F#5		
67.500	0.125	RH	G#5		
67.625	0.125	RH	A5		
67.750	0.125	RH	G#5		
67.875	0.125	RH	A5		
68.000	0.125	RH	B5		
68.125	0.125	RH	C#6		
68.250	0.125	RH	B#5		
68.375	0.125	RH	C#6		
68.500	0.125	RH	B#5		
68.625	0.125	RH	C#6		
68.750	0.125	RH	B#5		
68.875	0.125	RH	C#6		
69.000	0.125	RH	A#5		
69.125	0.125	RH	D6		
69.250	0.125	RH	C#6		
69.375	0.125	RH	D6		
69.500	0.125	RH	C#6		
69.625	0.125	RH	D6		
69.750	0.125	RH	C#6		
69.875	0.125	RH	D6		
70.000	0.125	RH	C#6		
70.125	0.125	RH	D6		
70.250	0.125	RH	C#6		
70.375	0.125	RH	B5		
70.500	0.125	RH	A5		
70.625	0.125	RH	G#5		
70.750	0.125	RH	A5		
70.875	0.125	RH	B5		
71.000	0.125	RH	G#5		
71.125	0.125	RH	A5		
71.250	0.125	RH	B5		
71.375	0.125	RH	C#6		
71.500	0.125	RH	F#5		
71.625	0.125	RH	E#5		
71.750	0.125	RH	F#5		
71.875	0.125	RH	G#5		
72.000	0.125	RH	E#5		
72.125	0.500	RH	F#5		
72.625	0.250	RH	A4		
72.875	0.250	RH	A5		
73.125	0.250	RH	B4		
73.375	0.250	RH	B5		
73.625	0.500	RH	C#5		
74.125	0.500	RH	C#6		
74.625	0.250	RH	A4		
74.875	0.250	RH	A5		
75.125	0.250	RH	B4		
75.375	0.250	RH	B5		
75.625	0.250	RH	C#5		
75.875	0.250	RH	C#6		
76.125	0.250	RH	B4		
76.375	0.250	RH	B5		
76.625	0.250	RH	A4		
76.875	0.250	RH	A5		
77.125	0.250	RH	G#4		
77.375	0.250	RH	G#5		
77.625	0.250	RH	F#4		
77.875	0.250	RH	F#5		
78.125	0.250	RH	G#4		
78.375	0.250	RH	G#5		
78.625	0.250	RH	A4		
78.875	0.250	RH	A5		
79.125	0.250	RH	B4		
79.375	0.250	RH	B5		
79.625	0.250	RH	G#4		
79.875	0.250	RH	G#5		
80.125	0.250	RH	E4		
80.375	0.250	RH	E5		
80.625	0.250	RH	A4		
80.875	0.250	RH	A5		
81.125	0.250	RH	B4		
81.375	0.250	RH	B5		
81.625	0.500	RH	C#5		
82.125	0.500	RH	C#6		
82.625	0.250	RH	A4		
82.875	0.250	RH	A5		
83.125	0.250	RH	B4		
83.375	0.250	RH	B5		
83.625	0.250	RH	C#5		
83.875	0.250	RH	C#6		
84.125	0.250	RH	B4		
84.375	0.250	RH	B5		
84.625	0.250	RH	A4		
84.875	0.250	RH	A5		
85.125	0.250	RH	G#4		
85.375	0.250	RH	G#5		
85.625	0.250	RH	F#4		
85.875	0.250	RH	F#5		
86.125	0.250	RH	B4		
86.375	0.250	RH	B5		
86.625	0.250	RH	G#4		
86.875	0.250	RH	G#5		
87.125	0.250	RH	E4		
87.375	0.250	RH	E5		
87.625	0.500	RH	A4		
88.125	0.500	RH	A5		
88.625	0.125	RH	B4		
88.750	0.125	RH	A4		
88.875	0.125	RH	G#4		
89.000	0.125	RH	A4		
89.125	0.250	RH	C5		staccato
89.375	0.250	RH	rest		
89.625	0.125	RH	D5		
89.750	0.125	RH	C5		
89.875	0.125	RH	B4		
90.000	0.125	RH	C5		
90.125	0.250	RH	E5		staccato
90.375	0.250	RH	rest		
90.625	0.125	RH	F5		
90.750	0.125	RH	E5		
90.875	0.125	RH	D#5		
91.000	0.125	RH	E5		
91.125	0.125	RH	B5		
91.250	0.125	RH	A5		
91.375	0.125	RH	G#5		
91.500	0.125	RH	A5		
91.625	0.125	RH	B5		
91.750	0.125	RH	A5		
91.875	0.125	RH	G#5		
92.000	0.125	RH	A5		
92.125	0.500	RH	C6		
92.625	0.250	RH	A5		staccato
92.875	0.250	RH	C6		staccato
93.125	0.000	RH	G5		
93.125	0.000	RH	A5		
93.125	0.250	RH	B5		staccato
93.375	0.250	RH	F#5		staccato
93.625	0.250	RH	A5		
93.875	0.250	RH	E5		staccato
94.125	0.250	RH	G5		
94.375	0.250	RH	F#5		staccato
94.625	0.250	RH	A5		
94.875	0.000	RH	G5		
94.875	0.000	RH	A5		
94.875	0.250	RH	B5		staccato
95.125	0.250	RH	F#5		staccato
95.375	0.250	RH	A5		
95.625	0.250	RH	E5		staccato
95.875	0.250	RH	G5		
96.125	0.250	RH	F#5		staccato
96.375	0.250	RH	A5		
96.625	0.000	RH	G5		
96.625	0.000	RH	A5		
96.625	0.250	RH	B5		staccato
96.875	0.250	RH	F#5		staccato
97.125	0.250	RH	A5		
97.375	0.250	RH	E5		staccato
97.625	0.250	RH	G5		
97.875	0.250	RH	D#5		staccato
98.125	0.250	RH	F#5		
98.375	0.500	RH	E5		
98.875	0.250	RH	C5		staccato
99.125	0.250	RH	E5		
99.375	0.250	RH	D5		staccato
99.625	0.250	RH	F5		
99.875	0.250	RH	E5		staccato
100.125	0.250	RH	G5		
100.375	0.250	RH	E5		staccato
100.625	0.250	RH	G5		
100.875	0.125	RH	A5		
101.000	0.125	RH	G5		
101.125	0.125	RH	F5		
101.250	0.125	RH	E5		
101.375	0.500	RH	D5		
101.875	0.250	RH	C5		staccato
102.125	0.250	RH	E5		
102.375	0.250	RH	D5		staccato
102.625	0.250	RH	F5		
102.875	0.250	RH	B4		
103.125	0.250	RH	G4		
103.375	0.250	RH	E5		staccato
103.625	0.250	RH	G5		
103.875	0.250	RH	E5		staccato
104.125	0.250	RH	G5		
104.375	0.125	RH	A5		
104.500	0.125	RH	G5		
104.625	0.125	RH	F5		
104.750	0.125	RH	E5		
104.875	0.500	RH	B4		
105.375	0.500	RH	D5		
105.875	0.250	RH	A4		staccato
106.125	0.250	RH	C5		
106.375	0.250	RH	B4		staccato
106.625	0.250	RH	D5		
106.875	0.250	RH	C5		staccato
107.125	0.250	RH	E5		
107.375	0.250	RH	C5		staccato
107.625	0.250	RH	E5		
107.875	0.125	RH	F5		
108.000	0.125	RH	E5		
108.125	0.125	RH	D5		
108.250	0.125	RH	C5		
108.375	0.500	RH	B4		
108.875	0.250	RH	A4		staccato
109.125	0.250	RH	C5		
109.375	0.250	RH	B4		staccato
109.625	0.250	RH	D5		
109.875	0.250	RH	G#4		
110.125	0.250	RH	E4		
110.375	0.250	RH	C5		staccato
110.625	0.250	RH	E5		
110.875	0.250	RH	C5		staccato
111.125	0.250	RH	E5		
111.375	0.125	RH	F5		
111.500	0.125	RH	E5		
111.625	0.125	RH	D5		
111.750	0.125	RH	C5		
111.875	0.500	RH	G#4		
112.375	0.625	RH	B4		
113.000	0.125	RH	A4		
113.125	0.125	RH	G#4		
113.250	0.125	RH	A4		
113.375	0.250	RH	C5		staccato
113.625	0.250	RH	rest		
113.875	0.125	RH	D5		
114.000	0.125	RH	C5		
114.125	0.125	RH	B4		
114.250	0.125	RH	C5		
114.375	0.250	RH	E5		staccato
114.625	0.250	RH	rest		
114.875	0.125	RH	F5		
115.000	0.125	RH	E5		
115.125	0.125	RH	D#5		
115.250	0.125	RH	E5		
115.375	0.125	RH	B5		
115.500	0.125	RH	A5		
115.625	0.125	RH	G#5		
115.750	0.125	RH	A5		
115.875	0.125	RH	B5		
116.000	0.125	RH	A5		
116.125	0.125	RH	G#5		
116.250	0.125	RH	A5		
116.375	0.500	RH	C6		
116.875	0.250	RH	A5		staccato
117.125	0.250	RH	B5		staccato
117.375	0.250	RH	C6		staccato
117.625	0.250	RH	B5		staccato
117.875	0.250	RH	A5		staccato
118.125	0.250	RH	G#5		staccato
118.375	0.250	RH	A5		staccato
118.625	0.250	RH	E5		staccato
118.875	0.250	RH	F5		staccato
119.125	0.250	RH	D5		staccato
119.375	0.500	RH	C5		
119.875	0.375	RH	B4		
120.250	0.062	RH	A4		
120.312	0.062	RH	B4		
120.375	0.062	RH	C5		
120.438	0.062	RH	B4		
120.500	0.062	RH	C5		
120.562	0.062	RH	B4		
120.625	0.062	RH	C5		
120.688	0.062	RH	B4		
120.750	0.500	RH	A4		
121.250	0.125	RH	A4		
121.375	0.125	RH	A5		
121.500	0.125	RH	B4		
121.625	0.125	RH	B5		
121.750	0.125	RH	C#5		
121.875	0.125	RH	C#6		
122.000	0.250	RH	rest		
122.250	0.125	RH	A4		
122.375	0.125	RH	A5		
122.500	0.125	RH	B4		
122.625	0.125	RH	B5		
122.750	0.125	RH	C#5		
122.875	0.125	RH	C#6		
123.000	0.125	RH	B4		
123.125	0.125	RH	B5		
123.250	0.125	RH	A4		
123.375	0.125	RH	A5		
123.500	0.125	RH	G#4		
123.625	0.125	RH	G#5		
123.750	0.125	RH	F#4		
123.875	0.125	RH	F#5		
124.000	0.125	RH	G#4		
124.125	0.125	RH	G#5		
124.250	0.125	RH	A4		
124.375	0.125	RH	A5		
124.500	0.125	RH	B4		
124.625	0.125	RH	B5		
124.750	0.125	RH	G#4		
124.875	0.125	RH	G#5		
125.000	0.125	RH	E4		
125.125	0.125	RH	E5		
125.250	0.125	RH	A4		
125.375	0.125	RH	A5		
125.500	0.125	RH	B4		
125.625	0.125	RH	B5		
125.750	0.125	RH	C#5		
125.875	0.125	RH	C#6		
126.000	0.250	RH	rest		
126.250	0.125	RH	A4		
126.375	0.125	RH	A5		
126.500	0.125	RH	B4		
126.625	0.125	RH	B5		
126.750	0.125	RH	C#5		
126.875	0.125	RH	C#6		
127.000	0.125	RH	B4		
127.125	0.125	RH	B5		
127.250	0.125	RH	A4		
127.375	0.125	RH	A5		
127.500	0.125	RH	G#4		
127.625	0.125	RH	G#5		
127.750	0.125	RH	F#4		
127.875	0.125	RH	F#5		
128.000	0.125	RH	B4		
128.125	0.125	RH	B5		
128.250	0.125	RH	G#4		
128.375	0.125	RH	G#5		
128.500	0.125	RH	E4		
128.625	0.125	RH	E5		
128.750	0.500	RH	A4		
129.250	0.500	RH	A5		
129.750	0.500	RH	A4		
130.250	0.500	RH	A5		
130.750	0.500	RH	C#5		
131.250	0.500	RH	C#6		
131.750	1.000	RH	C#6		
132.750	0.500	RH	C#5		
133.250	0.500	RH	E5		
133.750	0.500	RH	A5		
134.250	0.500	RH	rest		
134.750	0.500	RH	C#5		
135.250	0.500	RH	E5		
135.750	0.500	RH	A5		
136.250	1.000	RH	C#6		
137.250	1.000	RH	C#6		
138.250	0.500	RH	C#5		
138.750	0.500	RH	E5		
139.250	0.500	RH	A5		
139.750	0.500	RH	rest		
140.250	0.500	RH	C#5		
140.750	0.500	RH	E5		
141.250	0.500	RH	A5		
141.750	1.000	RH	C#6		
142.750	0.125	RH	D6		
142.875	0.125	RH	C#6		
143.000	0.125	RH	B5		
143.125	0.125	RH	C#6		
143.250	0.125	RH	D6		
143.375	0.125	RH	C#6		
143.500	0.125	RH	B5		
143.625	0.125	RH	C#6		
143.750	1.000	RH	F#5		
144.750	1.000	RH	A5		
145.750	1.000	RH	D6		
146.750	0.000	RH	D6		
146.750	0.250	RH	E5		staccato
147.000	0.250	RH	A5		
147.250	0.250	RH	C#6		
147.500	0.000	RH	D6		
147.500	0.250	RH	E5		staccato
147.750	0.250	RH	A5		
148.000	0.250	RH	C#6		
148.250	0.000	RH	D6		
148.250	0.250	RH	E5		staccato
148.500	0.250	RH	A5		
148.750	0.250	RH	C#6		
149.000	0.000	RH	D6		
149.000	0.250	RH	E5		staccato
149.250	0.250	RH	A5		
149.500	0.250	RH	C#6		
149.750	0.750	RH	B5		
150.500	0.250	RH	E6		
150.750	1.000	RH	E5		
151.750	1.000	RH	G#5		
152.750	1.000	RH	C#6		
153.750	0.500	RH	C#5		
154.250	0.500	RH	E5		
154.750	0.500	RH	A5		
155.250	0.500	RH	rest		
155.750	0.500	RH	C#5		
156.250	0.500	RH	E5		
156.750	0.500	RH	A5		
157.250	1.000	RH	C#6		
158.250	1.000	RH	C#6		
159.250	0.500	RH	C#5		
159.750	0.500	RH	E5		
160.250	0.500	RH	A5		
160.750	0.500	RH	rest		
161.250	0.500	RH	C#5		
161.750	0.500	RH	E5		
162.250	0.500	RH	A5		
162.750	1.000	RH	C#6		
163.750	0.125	RH	D6		
163.875	0.125	RH	C#6		
164.000	0.125	RH	B5		
164.125	0.125	RH	C#6		
164.250	0.125	RH	D6		
164.375	0.125	RH	C#6		
164.500	0.125	RH	B5		
164.625	0.125	RH	C#6		
164.750	1.000	RH	F#5		
165.750	1.000	RH	A5		
166.750	1.000	RH	D6		
167.750	0.000	RH	D6		
167.750	1.000	RH	E5		
168.750	1.000	RH	A5		
169.750	1.000	RH	C#6		
170.750	0.000	RH	C#6		
170.750	0.250	RH	E5		staccato
171.000	0.250	RH	G#5		
171.250	0.250	RH	B5		
171.500	0.000	RH	C#6		
171.500	0.250	RH	E5		staccato
171.750	0.250	RH	G#5		
172.000	0.250	RH	B5		
172.250	0.000	RH	C#6		
172.250	0.250	RH	E5		staccato
172.500	0.250	RH	G#5		
172.750	0.250	RH	B5		
173.000	0.000	RH	C#6		
173.000	0.250	RH	E5		staccato
173.250	0.250	RH	G#5		
173.500	0.250	RH	B5		
173.750	0.500	RH	A5		
174.250	0.000	RH	E5		
174.250	0.000	RH	A5		
174.250	0.500	RH	C#6		
174.750	0.000	RH	E5		
174.750	0.000	RH	A5		
174.750	1.000	RH	C#6		
175.750	0.000	RH	E5		
175.750	0.000	RH	A5		
175.750	1.000	RH	C#6		
176.750	0.125	RH	D6		
176.875	0.125	RH	C#6		
177.000	0.125	RH	B5		
177.125	0.125	RH	C#6		
177.250	0.125	RH	D6		
177.375	0.125	RH	C#6		
177.500	0.125	RH	B5		
177.625	0.125	RH	C#6		
177.750	1.000	RH	D6		
178.750	0.000	RH	D6		
178.750	0.250	RH	C#6		
179.000	0.000	RH	D6		
179.000	0.250	RH	C#6		
179.250	0.000	RH	D6		
179.250	0.250	RH	C#6		
179.500	0.000	RH	D6		
179.500	0.250	RH	C#6		
179.750	0.750	RH	B5		
180.500	0.250	RH	E6		
180.750	1.000	RH	E5		
181.750	1.000	RH	G#5		
182.750	1.000	RH	C#6		
183.750	0.500	RH	C#5		
184.250	0.500	RH	E5		
184.750	0.500	RH	A5		
185.250	0.500	RH	rest		
185.750	0.500	RH	C#5		
186.250	0.500	RH	E5		
186.750	0.500	RH	A5		
187.250	1.000	RH	C#6		
188.250	1.000	RH	C#6		
189.250	0.500	RH	C#5		
189.750	0.500	RH	E5		
190.250	0.500	RH	A5		
190.750	0.500	RH	rest		
191.250	0.500	RH	C#5		
191.750	0.500	RH	E5		
192.250	0.500	RH	A5		
192.750	1.000	RH	C#6		
193.750	0.125	RH	D6		
193.875	0.125	RH	C#6		
194.000	0.125	RH	B5		
194.125	0.125	RH	C#6		
194.250	0.125	RH	D6		
194.375	0.125	RH	C#6		
194.500	0.125	RH	B5		
194.625	0.125	RH	C#6		
194.750	1.000	RH	F#5		
195.750	1.000	RH	A5		
196.750	1.000	RH	D6		
197.750	0.000	RH	D6		
197.750	1.000	RH	E5		
198.750	1.000	RH	A5		
199.750	1.000	RH	C#6		
200.750	0.000	RH	C#6		
200.750	0.250	RH	E5		staccato
201.000	0.250	RH	G#5		
201.250	0.250	RH	B5		
201.500	0.000	RH	C#6		
201.500	0.250	RH	E5		staccato
201.750	0.250	RH	G#5		
202.000	0.250	RH	B5		
202.250	0.000	RH	C#6		
202.250	0.250	RH	E5		staccato
202.500	0.250	RH	G#5		
202.750	0.250	RH	B5		
203.000	0.000	RH	C#6		
203.000	0.250	RH	E5		staccato
203.250	0.250	RH	G#5		
203.500	0.250	RH	B5		
203.750	0.750	RH	A4		
204.500	0.750	RH	C#5		
205.250	0.750	RH	E5		
206.000	0.750	RH	A5		
206.750	0.250	RH	C#5		
207.000	0.250	RH	C#6		
207.250	0.750	RH	A4		
208.000	0.750	RH	A5		
208.750	0.250	RH	E5		
209.000	0.250	RH	E6		
209.250	0.750	RH	A4		
210.000	0.750	RH	A5		
210.750	0.250	RH	C#5		
211.000	0.250	RH	C#6		
211.250	0.250	RH	A4		staccato
211.500	0.250	RH	A5		
211.750	0.250	RH	C#5		staccato
212.000	0.250	RH	C#6		
212.250	0.250	RH	A4		staccato
212.500	0.250	RH	A5		
212.750	0.250	RH	E5		staccato
213.000	0.250	RH	E6		
213.250	0.500	RH	A4		staccato
